,Batch,ID,Time,Embryo,Zona
3670,D2019_02_01_S00275_I0800_D_pdb,E5,5724,0.2296,0.3312
3671,D2019_02_01_S00275_I0800_D_pdb,E5,5503,0.2333,0.3324
3672,D2019_02_01_S00275_I0800_D_pdb,E5,646,0.2276,0.3211
3673,D2019_02_01_S00275_I0800_D_pdb,E5,5133,0.2321,0.3271
3674,D2019_02_01_S00275_I0800_D_pdb,E5,3053,0.2244,0.3197
3675,D2019_02_01_S00275_I0800_D_pdb,E5,3083,0.2245,0.3160
3676,D2019_02_01_S00275_I0800_D_pdb,E5,326,0.2217,0.3195
3677,D2019_02_01_S00275_I0800_D_pdb,E5,656,0.2278,0.3212
3678,D2019_02_01_S00275_I0800_D_pdb,E5,7181,0.2511,0.3298
3679,D2019_02_01_S00275_I0800_D_pdb,E5,7591,0.3247,0.4252
3680,D2019_02_01_S00275_I0800_D_pdb,E5,3974,0.2281,0.3238
3681,D2019_02_01_S00275_I0800_D_pdb,E5,8231,0.3653,0.4303
3682,D2019_02_01_S00275_I0800_D_pdb,E5,5894,0.2355,0.3330
3683,D2019_02_01_S00275_I0800_D_pdb,E5,1602,0.2292,0.3296
3684,D2019_02_01_S00275_I0800_D_pdb,E5,6931,0.2386,0.3185
3685,D2019_02_01_S00275_I0800_D_pdb,E5,6004,0.2294,0.3252
3686,D2019_02_01_S00275_I0800_D_pdb,E5,1612,0.2279,0.3248
3687,D2019_02_01_S00275_I0800_D_pdb,E5,3843,0.2291,0.3223
3688,D2019_02_01_S00275_I0800_D_pdb,E5,6405,0.2319,0.3348
3689,D2019_02_01_S00275_I0800_D_pdb,E5,4983,0.2303,0.3252
3690,D2019_02_01_S00275_I0800_D_pdb,E5,5974,0.2313,0.3337
3691,D2019_02_01_S00275_I0800_D_pdb,E5,6515,0.2323,0.3286
3692,D2019_02_01_S00275_I0800_D_pdb,E5,7971,0.3002,0.4197
3693,D2019_02_01_S00275_I0800_D_pdb,E5,2132,0.2194,0.3247
3694,D2019_02_01_S00275_I0800_D_pdb,E5,3183,0.2230,0.3137
3695,D2019_02_01_S00275_I0800_D_pdb,E5,2493,0.2222,0.3247
3696,D2019_02_01_S00275_I0800_D_pdb,E5,1432,0.2303,0.3304
3697,D2019_02_01_S00275_I0800_D_pdb,E5,8071,0.3359,0.4283
3698,D2019_02_01_S00275_I0800_D_pdb,E5,1772,0.2255,0.3232
3699,D2019_02_01_S00275_I0800_D_pdb,E5,7041,0.2253,0.3174
3700,D2019_02_01_S00275_I0800_D_pdb,E5,4134,0.2292,0.3294
3701,D2019_02_01_S00275_I0800_D_pdb,E5,5664,0.2331,0.3365
3702,D2019_02_01_S00275_I0800_D_pdb,E5,5704,0.2281,0.3318
3703,D2019_02_01_S00275_I0800_D_pdb,E5,3934,0.2281,0.3234
3704,D2019_02_01_S00275_I0800_D_pdb,E5,3443,0.2222,0.3166
3705,D2019_02_01_S00275_I0800_D_pdb,E5,7871,0.2942,0.3584
3706,D2019_02_01_S00275_I0800_D_pdb,E5,16,0.2349,0.3331
3707,D2019_02_01_S00275_I0800_D_pdb,E5,4214,0.2288,0.3238
3708,D2019_02_01_S00275_I0800_D_pdb,E5,7381,0.2554,0.3403
3709,D2019_02_01_S00275_I0800_D_pdb,E5,4427,0.2311,0.3211
3710,D2019_02_01_S00275_I0800_D_pdb,E5,2923,0.2241,0.3192
3711,D2019_02_01_S00275_I0800_D_pdb,E5,1356,0.2261,0.3248
3712,D2019_02_01_S00275_I0800_D_pdb,E5,6,0.2332,0.3300
3713,D2019_02_01_S00275_I0800_D_pdb,E5,5253,0.2337,0.3307
3714,D2019_02_01_S00275_I0800_D_pdb,E5,416,0.2260,0.3202
3715,D2019_02_01_S00275_I0800_D_pdb,E5,1306,0.2237,0.3185
3716,D2019_02_01_S00275_I0800_D_pdb,E5,7341,0.2395,0.3253
3717,D2019_02_01_S00275_I0800_D_pdb,E5,3123,0.2237,0.3182
3718,D2019_02_01_S00275_I0800_D_pdb,E5,5634,0.2324,0.3363
3719,D2019_02_01_S00275_I0800_D_pdb,E5,4843,0.2288,0.3194
3720,D2019_02_01_S00275_I0800_D_pdb,E5,5594,0.2326,0.3292
3721,D2019_02_01_S00275_I0800_D_pdb,E5,1822,0.2236,0.3159
3722,D2019_02_01_S00275_I0800_D_pdb,E5,7621,0.2822,0.3607
3723,D2019_02_01_S00275_I0800_D_pdb,E5,6905,0.2346,0.3386
3724,D2019_02_01_S00275_I0800_D_pdb,E5,7731,0.3111,0.3743
3725,D2019_02_01_S00275_I0800_D_pdb,E5,116,0.2305,0.3263
3726,D2019_02_01_S00275_I0800_D_pdb,E5,3523,0.2247,0.3213
3727,D2019_02_01_S00275_I0800_D_pdb,E5,5914,0.2372,0.3358
3728,D2019_02_01_S00275_I0800_D_pdb,E5,2473,0.2216,0.3256
3729,D2019_02_01_S00275_I0800_D_pdb,E5,736,0.2253,0.3183
3730,D2019_02_01_S00275_I0800_D_pdb,E5,1256,0.2259,0.3212
3731,D2019_02_01_S00275_I0800_D_pdb,E5,3243,0.2245,0.3193
3732,D2019_02_01_S00275_I0800_D_pdb,E5,1326,0.2235,0.3178
3733,D2019_02_01_S00275_I0800_D_pdb,E5,296,0.2213,0.3195
3734,D2019_02_01_S00275_I0800_D_pdb,E5,3964,0.2277,0.3224
3735,D2019_02_01_S00275_I0800_D_pdb,E5,3793,0.2305,0.3245
3736,D2019_02_01_S00275_I0800_D_pdb,E5,155,0.2283,0.3240
3737,D2019_02_01_S00275_I0800_D_pdb,E5,6024,0.2282,0.3262
3738,D2019_02_01_S00275_I0800_D_pdb,E5,5784,0.2324,0.3336
3739,D2019_02_01_S00275_I0800_D_pdb,E5,2453,0.2229,0.3241
3740,D2019_02_01_S00275_I0800_D_pdb,E5,7631,0.2820,0.3591
3741,D2019_02_01_S00275_I0800_D_pdb,E5,676,0.2273,0.3181
3742,D2019_02_01_S00275_I0800_D_pdb,E5,1562,0.2293,0.3322
3743,D2019_02_01_S00275_I0800_D_pdb,E5,5443,0.2352,0.3291
3744,D2019_02_01_S00275_I0800_D_pdb,E5,866,0.2269,0.3219
3745,D2019_02_01_S00275_I0800_D_pdb,E5,3163,0.2215,0.3171
3746,D2019_02_01_S00275_I0800_D_pdb,E5,3313,0.2255,0.3220
3747,D2019_02_01_S00275_I0800_D_pdb,E5,6294,0.2276,0.3283
3748,D2019_02_01_S00275_I0800_D_pdb,E5,6595,0.2316,0.3296
3749,D2019_02_01_S00275_I0800_D_pdb,E5,7301,0.2445,0.3325
3750,D2019_02_01_S00275_I0800_D_pdb,E5,1852,0.2251,0.3197
3751,D2019_02_01_S00275_I0800_D_pdb,E5,1532,0.2280,0.3316
3752,D2019_02_01_S00275_I0800_D_pdb,E5,3473,0.2228,0.3157
3753,D2019_02_01_S00275_I0800_D_pdb,E5,206,0.2268,0.3221
3754,D2019_02_01_S00275_I0800_D_pdb,E5,1992,0.2320,0.3331
3755,D2019_02_01_S00275_I0800_D_pdb,E5,5874,0.2322,0.3330
3756,D2019_02_01_S00275_I0800_D_pdb,E5,2683,0.2198,0.3215
3757,D2019_02_01_S00275_I0800_D_pdb,E5,1006,0.2216,0.3140
3758,D2019_02_01_S00275_I0800_D_pdb,E5,4334,0.2279,0.3217
3759,D2019_02_01_S00275_I0800_D_pdb,E5,4712,0.2287,0.3176
3760,D2019_02_01_S00275_I0800_D_pdb,E5,2723,0.2180,0.3221
3761,D2019_02_01_S00275_I0800_D_pdb,E5,6755,0.2332,0.3345
3762,D2019_02_01_S00275_I0800_D_pdb,E5,4902,0.2270,0.3212
3763,D2019_02_01_S00275_I0800_D_pdb,E5,8031,0.3224,0.4176
3764,D2019_02_01_S00275_I0800_D_pdb,E5,2793,0.2204,0.3206
3765,D2019_02_01_S00275_I0800_D_pdb,E5,6961,0.2418,0.3278
3766,D2019_02_01_S00275_I0800_D_pdb,E5,2122,0.2193,0.3248
3767,D2019_02_01_S00275_I0800_D_pdb,E5,5536,0.2344,0.3359
3768,D2019_02_01_S00275_I0800_D_pdb,E5,7461,0.2910,0.3645
3769,D2019_02_01_S00275_I0800_D_pdb,E5,4762,0.2281,0.3192
3770,D2019_02_01_S00275_I0800_D_pdb,E5,366,0.2228,0.3183
3771,D2019_02_01_S00275_I0800_D_pdb,E5,3884,0.2257,0.3225
3772,D2019_02_01_S00275_I0800_D_pdb,E5,6445,0.2328,0.3341
3773,D2019_02_01_S00275_I0800_D_pdb,E5,3944,0.2308,0.3248
3774,D2019_02_01_S00275_I0800_D_pdb,E5,8202,0.3643,0.5495
3775,D2019_02_01_S00275_I0800_D_pdb,E5,7601,0.3226,0.3726
3776,D2019_02_01_S00275_I0800_D_pdb,E5,3423,0.2233,0.3213
3777,D2019_02_01_S00275_I0800_D_pdb,E5,1166,0.2267,0.3191
3778,D2019_02_01_S00275_I0800_D_pdb,E5,7711,0.2985,0.3697
3779,D2019_02_01_S00275_I0800_D_pdb,E5,6074,0.2293,0.3274
3780,D2019_02_01_S00275_I0800_D_pdb,E5,7881,0.2974,0.3636
3781,D2019_02_01_S00275_I0800_D_pdb,E5,706,0.2271,0.3215
3782,D2019_02_01_S00275_I0800_D_pdb,E5,4722,0.2287,0.3187
3783,D2019_02_01_S00275_I0800_D_pdb,E5,46,0.2330,0.3306
3784,D2019_02_01_S00275_I0800_D_pdb,E5,1472,0.2286,0.3319
3785,D2019_02_01_S00275_I0800_D_pdb,E5,5153,0.2322,0.3292
3786,D2019_02_01_S00275_I0800_D_pdb,E5,1066,0.2258,0.3183
3787,D2019_02_01_S00275_I0800_D_pdb,E5,2653,0.2154,0.3205
3788,D2019_02_01_S00275_I0800_D_pdb,E5,1422,0.2281,0.3291
3789,D2019_02_01_S00275_I0800_D_pdb,E5,8161,0.3559,0.5453
3790,D2019_02_01_S00275_I0800_D_pdb,E5,226,0.2278,0.3236
3791,D2019_02_01_S00275_I0800_D_pdb,E5,7291,0.2447,0.3298
3792,D2019_02_01_S00275_I0800_D_pdb,E5,1872,0.2253,0.3207
3793,D2019_02_01_S00275_I0800_D_pdb,E5,816,0.2259,0.3207
3794,D2019_02_01_S00275_I0800_D_pdb,E5,7751,0.3109,0.4287
3795,D2019_02_01_S00275_I0800_D_pdb,E5,7531,0.3157,0.3762
3796,D2019_02_01_S00275_I0800_D_pdb,E5,7961,0.3354,0.4291
3797,D2019_02_01_S00275_I0800_D_pdb,E5,6765,0.2314,0.3321
3798,D2019_02_01_S00275_I0800_D_pdb,E5,2343,0.2224,0.3217
3799,D2019_02_01_S00275_I0800_D_pdb,E5,2673,0.2185,0.3184
3800,D2019_02_01_S00275_I0800_D_pdb,E5,3023,0.2270,0.3228
3801,D2019_02_01_S00275_I0800_D_pdb,E5,1492,0.2288,0.3314
3802,D2019_02_01_S00275_I0800_D_pdb,E5,6125,0.2279,0.3259
3803,D2019_02_01_S00275_I0800_D_pdb,E5,4144,0.2282,0.3243
3804,D2019_02_01_S00275_I0800_D_pdb,E5,1196,0.2258,0.3181
3805,D2019_02_01_S00275_I0800_D_pdb,E5,3553,0.2249,0.3185
3806,D2019_02_01_S00275_I0800_D_pdb,E5,8351,0.3978,0.4852
3807,D2019_02_01_S00275_I0800_D_pdb,E5,766,0.2263,0.3171
3808,D2019_02_01_S00275_I0800_D_pdb,E5,4542,0.2294,0.3248
3809,D2019_02_01_S00275_I0800_D_pdb,E5,1412,0.2302,0.3309
3810,D2019_02_01_S00275_I0800_D_pdb,E5,5123,0.2328,0.3280
3811,D2019_02_01_S00275_I0800_D_pdb,E5,1442,0.2334,0.3319
3812,D2019_02_01_S00275_I0800_D_pdb,E5,1802,0.2251,0.3214
3813,D2019_02_01_S00275_I0800_D_pdb,E5,6775,0.2327,0.3338
3814,D2019_02_01_S00275_I0800_D_pdb,E5,1056,0.2254,0.3161
3815,D2019_02_01_S00275_I0800_D_pdb,E5,5604,0.2325,0.3320
3816,D2019_02_01_S00275_I0800_D_pdb,E5,4832,0.2282,0.3176
3817,D2019_02_01_S00275_I0800_D_pdb,E5,3113,0.2227,0.3158
3818,D2019_02_01_S00275_I0800_D_pdb,E5,3103,0.2220,0.3139
3819,D2019_02_01_S00275_I0800_D_pdb,E5,7081,0.2326,0.3184
3820,D2019_02_01_S00275_I0800_D_pdb,E5,4632,0.2269,0.3221
3821,D2019_02_01_S00275_I0800_D_pdb,E5,2833,0.2164,0.3204
3822,D2019_02_01_S00275_I0800_D_pdb,E5,7911,0.3120,0.4163
3823,D2019_02_01_S00275_I0800_D_pdb,E5,2293,0.2212,0.3207
3824,D2019_02_01_S00275_I0800_D_pdb,E5,4512,0.2286,0.3205
3825,D2019_02_01_S00275_I0800_D_pdb,E5,6986,0.2428,0.3318
3826,D2019_02_01_S00275_I0800_D_pdb,E5,8051,0.3306,0.4321
3827,D2019_02_01_S00275_I0800_D_pdb,E5,4993,0.2297,0.3221
3828,D2019_02_01_S00275_I0800_D_pdb,E5,7351,0.2379,0.3268
3829,D2019_02_01_S00275_I0800_D_pdb,E5,5554,0.2330,0.3292
3830,D2019_02_01_S00275_I0800_D_pdb,E5,7091,0.2321,0.3192
3831,D2019_02_01_S00275_I0800_D_pdb,E5,626,0.2266,0.3223
3832,D2019_02_01_S00275_I0800_D_pdb,E5,5764,0.2326,0.3300
3833,D2019_02_01_S00275_I0800_D_pdb,E5,2953,0.2242,0.3239
3834,D2019_02_01_S00275_I0800_D_pdb,E5,2163,0.2172,0.3192
3835,D2019_02_01_S00275_I0800_D_pdb,E5,4364,0.2286,0.3248
3836,D2019_02_01_S00275_I0800_D_pdb,E5,356,0.2217,0.3184
3837,D2019_02_01_S00275_I0800_D_pdb,E5,936,0.2256,0.3188
3838,D2019_02_01_S00275_I0800_D_pdb,E5,2213,0.2137,0.3200
3839,D2019_02_01_S00275_I0800_D_pdb,E5,4064,0.2283,0.3248
3840,D2019_02_01_S00275_I0800_D_pdb,E5,7691,0.2887,0.3668
3841,D2019_02_01_S00275_I0800_D_pdb,E5,6975,0.2439,0.3405
3842,D2019_02_01_S00275_I0800_D_pdb,E5,6184,0.2249,0.3222
3843,D2019_02_01_S00275_I0800_D_pdb,E5,956,0.2261,0.3202
3844,D2019_02_01_S00275_I0800_D_pdb,E5,1366,0.2240,0.3233
3845,D2019_02_01_S00275_I0800_D_pdb,E5,8241,0.3713,0.4275
3846,D2019_02_01_S00275_I0800_D_pdb,E5,7771,0.3052,0.4426
3847,D2019_02_01_S00275_I0800_D_pdb,E5,1396,0.2287,0.3305
3848,D2019_02_01_S00275_I0800_D_pdb,E5,3373,0.2243,0.3208
3849,D2019_02_01_S00275_I0800_D_pdb,E5,3203,0.2240,0.3206
3850,D2019_02_01_S00275_I0800_D_pdb,E5,5403,0.2335,0.3314
3851,D2019_02_01_S00275_I0800_D_pdb,E5,6304,0.2282,0.3263
3852,D2019_02_01_S00275_I0800_D_pdb,E5,5413,0.2305,0.3283
3853,D2019_02_01_S00275_I0800_D_pdb,E5,1346,0.2238,0.3195
3854,D2019_02_01_S00275_I0800_D_pdb,E5,2193,0.2126,0.3192
3855,D2019_02_01_S00275_I0800_D_pdb,E5,5163,0.2303,0.3272
3856,D2019_02_01_S00275_I0800_D_pdb,E5,4692,0.2279,0.3200
3857,D2019_02_01_S00275_I0800_D_pdb,E5,8101,0.3392,0.4069
3858,D2019_02_01_S00275_I0800_D_pdb,E5,185,0.2273,0.3249
3859,D2019_02_01_S00275_I0800_D_pdb,E5,7121,0.2351,0.3212
3860,D2019_02_01_S00275_I0800_D_pdb,E5,6825,0.2310,0.3347
3861,D2019_02_01_S00275_I0800_D_pdb,E5,3954,0.2288,0.3217
3862,D2019_02_01_S00275_I0800_D_pdb,E5,3153,0.2235,0.3156
3863,D2019_02_01_S00275_I0800_D_pdb,E5,376,0.2236,0.3193
3864,D2019_02_01_S00275_I0800_D_pdb,E5,5834,0.2312,0.3307
3865,D2019_02_01_S00275_I0800_D_pdb,E5,2963,0.2240,0.3223
3866,D2019_02_01_S00275_I0800_D_pdb,E5,666,0.2264,0.3204
3867,D2019_02_01_S00275_I0800_D_pdb,E5,4104,0.2305,0.3222
3868,D2019_02_01_S00275_I0800_D_pdb,E5,926,0.2231,0.3148
3869,D2019_02_01_S00275_I0800_D_pdb,E5,1752,0.2271,0.3238
3870,D2019_02_01_S00275_I0800_D_pdb,E5,5423,0.2343,0.3282
3871,D2019_02_01_S00275_I0800_D_pdb,E5,1552,0.2282,0.3316
3872,D2019_02_01_S00275_I0800_D_pdb,E5,4933,0.2291,0.3199
3873,D2019_02_01_S00275_I0800_D_pdb,E5,4432,0.2297,0.3182
3874,D2019_02_01_S00275_I0800_D_pdb,E5,1642,0.2285,0.3277
3875,D2019_02_01_S00275_I0800_D_pdb,E5,2173,0.2167,0.3212
3876,D2019_02_01_S00275_I0800_D_pdb,E5,2483,0.2240,0.3252
3877,D2019_02_01_S00275_I0800_D_pdb,E5,3823,0.2309,0.3222
3878,D2019_02_01_S00275_I0800_D_pdb,E5,3864,0.2267,0.3217
3879,D2019_02_01_S00275_I0800_D_pdb,E5,446,0.2263,0.3198
3880,D2019_02_01_S00275_I0800_D_pdb,E5,5063,0.2304,0.3242
3881,D2019_02_01_S00275_I0800_D_pdb,E5,5794,0.2320,0.3306
3882,D2019_02_01_S00275_I0800_D_pdb,E5,5183,0.2310,0.3294
3883,D2019_02_01_S00275_I0800_D_pdb,E5,7661,0.2835,0.3562
3884,D2019_02_01_S00275_I0800_D_pdb,E5,1622,0.2256,0.3278
3885,D2019_02_01_S00275_I0800_D_pdb,E5,966,0.2252,0.3163
3886,D2019_02_01_S00275_I0800_D_pdb,E5,5654,0.2306,0.3358
3887,D2019_02_01_S00275_I0800_D_pdb,E5,7761,0.3140,0.3743
3888,D2019_02_01_S00275_I0800_D_pdb,E5,1226,0.2262,0.3207
3889,D2019_02_01_S00275_I0800_D_pdb,E5,5343,0.2332,0.3331
3890,D2019_02_01_S00275_I0800_D_pdb,E5,6920,0.2383,0.3250
3891,D2019_02_01_S00275_I0800_D_pdb,E5,6344,0.2277,0.3285
3892,D2019_02_01_S00275_I0800_D_pdb,E5,2383,0.2219,0.3248
3893,D2019_02_01_S00275_I0800_D_pdb,E5,6214,0.2285,0.3274
3894,D2019_02_01_S00275_I0800_D_pdb,E5,5233,0.2321,0.3321
3895,D2019_02_01_S00275_I0800_D_pdb,E5,6941,0.2417,0.3240
3896,D2019_02_01_S00275_I0800_D_pdb,E5,2072,0.2167,0.3208
3897,D2019_02_01_S00275_I0800_D_pdb,E5,5093,0.2305,0.3277
3898,D2019_02_01_S00275_I0800_D_pdb,E5,7171,0.2451,0.3270
3899,D2019_02_01_S00275_I0800_D_pdb,E5,8372,0.3905,0.4423
3900,D2019_02_01_S00275_I0800_D_pdb,E5,6455,0.2335,0.3317
3901,D2019_02_01_S00275_I0800_D_pdb,E5,5263,0.2323,0.3349
3902,D2019_02_01_S00275_I0800_D_pdb,E5,726,0.2271,0.3217
3903,D2019_02_01_S00275_I0800_D_pdb,E5,2913,0.2224,0.3207
3904,D2019_02_01_S00275_I0800_D_pdb,E5,8362,0.4055,0.4443
3905,D2019_02_01_S00275_I0800_D_pdb,E5,6605,0.2308,0.3270
3906,D2019_02_01_S00275_I0800_D_pdb,E5,1482,0.2268,0.3309
3907,D2019_02_01_S00275_I0800_D_pdb,E5,1462,0.2296,0.3303
3908,D2019_02_01_S00275_I0800_D_pdb,E5,6635,0.2283,0.3291
3909,D2019_02_01_S00275_I0800_D_pdb,E5,4562,0.2314,0.3274
3910,D2019_02_01_S00275_I0800_D_pdb,E5,1682,0.2292,0.3260
3911,D2019_02_01_S00275_I0800_D_pdb,E5,5924,0.2376,0.3367
3912,D2019_02_01_S00275_I0800_D_pdb,E5,2933,0.2237,0.3227
3913,D2019_02_01_S00275_I0800_D_pdb,E5,8081,0.3301,0.4346
3914,D2019_02_01_S00275_I0800_D_pdb,E5,6054,0.2281,0.3270
3915,D2019_02_01_S00275_I0800_D_pdb,E5,6485,0.2318,0.3312
3916,D2019_02_01_S00275_I0800_D_pdb,E5,3833,0.2301,0.3254
3917,D2019_02_01_S00275_I0800_D_pdb,E5,7481,0.3010,0.3612
3918,D2019_02_01_S00275_I0800_D_pdb,E5,556,0.2263,0.3180
3919,D2019_02_01_S00275_I0800_D_pdb,E5,1502,0.2284,0.3279
3920,D2019_02_01_S00275_I0800_D_pdb,E5,7701,0.2945,0.3592
3921,D2019_02_01_S00275_I0800_D_pdb,E5,5824,0.2345,0.3333
3922,D2019_02_01_S00275_I0800_D_pdb,E5,5483,0.2331,0.3348
3923,D2019_02_01_S00275_I0800_D_pdb,E5,5904,0.2354,0.3339
3924,D2019_02_01_S00275_I0800_D_pdb,E5,5854,0.2314,0.3354
3925,D2019_02_01_S00275_I0800_D_pdb,E5,5574,0.2334,0.3284
3926,D2019_02_01_S00275_I0800_D_pdb,E5,8292,0.3901,0.4732
3927,D2019_02_01_S00275_I0800_D_pdb,E5,4642,0.2274,0.3230
3928,D2019_02_01_S00275_I0800_D_pdb,E5,796,0.2266,0.3212
3929,D2019_02_01_S00275_I0800_D_pdb,E5,4622,0.2289,0.3252
3930,D2019_02_01_S00275_I0800_D_pdb,E5,1217,0.2237,0.3180
3931,D2019_02_01_S00275_I0800_D_pdb,E5,386,0.2241,0.3190
3932,D2019_02_01_S00275_I0800_D_pdb,E5,616,0.2273,0.3209
3933,D2019_02_01_S00275_I0800_D_pdb,E5,2943,0.2241,0.3234
3934,D2019_02_01_S00275_I0800_D_pdb,E5,8281,0.4000,0.4449
3935,D2019_02_01_S00275_I0800_D_pdb,E5,316,0.2212,0.3189
3936,D2019_02_01_S00275_I0800_D_pdb,E5,7991,0.3014,0.3647
3937,D2019_02_01_S00275_I0800_D_pdb,E5,8012,0.3127,0.3676
3938,D2019_02_01_S00275_I0800_D_pdb,E5,7931,0.3244,0.3784
3939,D2019_02_01_S00275_I0800_D_pdb,E5,7581,0.3313,0.4254
3940,D2019_02_01_S00275_I0800_D_pdb,E5,4792,0.2289,0.3218
3941,D2019_02_01_S00275_I0800_D_pdb,E5,6475,0.2322,0.3331
3942,D2019_02_01_S00275_I0800_D_pdb,E5,1982,0.2297,0.3298
3943,D2019_02_01_S00275_I0800_D_pdb,E5,5513,0.2300,0.3316
3944,D2019_02_01_S00275_I0800_D_pdb,E5,1452,0.2286,0.3301
3945,D2019_02_01_S00275_I0800_D_pdb,E5,7191,0.2551,0.3364
3946,D2019_02_01_S00275_I0800_D_pdb,E5,7131,0.2369,0.3203
3947,D2019_02_01_S00275_I0800_D_pdb,E5,6034,0.2284,0.3250
3948,D2019_02_01_S00275_I0800_D_pdb,E5,396,0.2252,0.3199
3949,D2019_02_01_S00275_I0800_D_pdb,E5,4752,0.2279,0.3182
3950,D2019_02_01_S00275_I0800_D_pdb,E5,4154,0.2276,0.3257
3951,D2019_02_01_S00275_I0800_D_pdb,E5,5864,0.2316,0.3335
3952,D2019_02_01_S00275_I0800_D_pdb,E5,3343,0.2225,0.3214
3953,D2019_02_01_S00275_I0800_D_pdb,E5,1952,0.2273,0.3287
3954,D2019_02_01_S00275_I0800_D_pdb,E5,426,0.2264,0.3212
3955,D2019_02_01_S00275_I0800_D_pdb,E5,7491,0.3059,0.3728
3956,D2019_02_01_S00275_I0800_D_pdb,E5,1812,0.2254,0.3189
3957,D2019_02_01_S00275_I0800_D_pdb,E5,1016,0.2219,0.3147
3958,D2019_02_01_S00275_I0800_D_pdb,E5,2253,0.2229,0.3276
3959,D2019_02_01_S00275_I0800_D_pdb,E5,6064,0.2286,0.3267
3960,D2019_02_01_S00275_I0800_D_pdb,E5,3323,0.2245,0.3200
3961,D2019_02_01_S00275_I0800_D_pdb,E5,1652,0.2302,0.3274
3962,D2019_02_01_S00275_I0800_D_pdb,E5,2153,0.2162,0.3185
3963,D2019_02_01_S00275_I0800_D_pdb,E5,3894,0.2265,0.3236
3964,D2019_02_01_S00275_I0800_D_pdb,E5,4733,0.2279,0.3199
3965,D2019_02_01_S00275_I0800_D_pdb,E5,3513,0.2237,0.3182
3966,D2019_02_01_S00275_I0800_D_pdb,E5,3914,0.2283,0.3228
3967,D2019_02_01_S00275_I0800_D_pdb,E5,6194,0.2269,0.3220
3968,D2019_02_01_S00275_I0800_D_pdb,E5,3393,0.2231,0.3201
3969,D2019_02_01_S00275_I0800_D_pdb,E5,6615,0.2288,0.3279
3970,D2019_02_01_S00275_I0800_D_pdb,E5,6805,0.2334,0.3348
3971,D2019_02_01_S00275_I0800_D_pdb,E5,3763,0.2322,0.3280
3972,D2019_02_01_S00275_I0800_D_pdb,E5,86,0.2301,0.3248
3973,D2019_02_01_S00275_I0800_D_pdb,E5,5734,0.2303,0.3310
3974,D2019_02_01_S00275_I0800_D_pdb,E5,5013,0.2296,0.3234
3975,D2019_02_01_S00275_I0800_D_pdb,E5,2042,0.2232,0.3206
3976,D2019_02_01_S00275_I0800_D_pdb,E5,2883,0.2185,0.3172
3977,D2019_02_01_S00275_I0800_D_pdb,E5,2663,0.2177,0.3197
3978,D2019_02_01_S00275_I0800_D_pdb,E5,1892,0.2233,0.3136
3979,D2019_02_01_S00275_I0800_D_pdb,E5,6505,0.2305,0.3331
3980,D2019_02_01_S00275_I0800_D_pdb,E5,3683,0.2310,0.3292
3981,D2019_02_01_S00275_I0800_D_pdb,E5,2773,0.2199,0.3156
3982,D2019_02_01_S00275_I0800_D_pdb,E5,546,0.2261,0.3200
3983,D2019_02_01_S00275_I0800_D_pdb,E5,3643,0.2264,0.3246
3984,D2019_02_01_S00275_I0800_D_pdb,E5,4492,0.2281,0.3215
3985,D2019_02_01_S00275_I0800_D_pdb,E5,6895,0.2362,0.3381
3986,D2019_02_01_S00275_I0800_D_pdb,E5,5053,0.2312,0.3272
3987,D2019_02_01_S00275_I0800_D_pdb,E5,4284,0.2270,0.3230
3988,D2019_02_01_S00275_I0800_D_pdb,E5,2813,0.2167,0.3189
3989,D2019_02_01_S00275_I0800_D_pdb,E5,145,0.2277,0.3265
3990,D2019_02_01_S00275_I0800_D_pdb,E5,6354,0.2278,0.3296
3991,D2019_02_01_S00275_I0800_D_pdb,E5,2643,0.2195,0.3229
3992,D2019_02_01_S00275_I0800_D_pdb,E5,6655,0.2277,0.3275
3993,D2019_02_01_S00275_I0800_D_pdb,E5,1236,0.2246,0.3208
3994,D2019_02_01_S00275_I0800_D_pdb,E5,4384,0.2270,0.3244
3995,D2019_02_01_S00275_I0800_D_pdb,E5,5744,0.2319,0.3325
3996,D2019_02_01_S00275_I0800_D_pdb,E5,3723,0.2341,0.3297
3997,D2019_02_01_S00275_I0800_D_pdb,E5,5083,0.2310,0.3283
3998,D2019_02_01_S00275_I0800_D_pdb,E5,1036,0.2269,0.3197
3999,D2019_02_01_S00275_I0800_D_pdb,E5,3413,0.2212,0.3198
4000,D2019_02_01_S00275_I0800_D_pdb,E5,746,0.2268,0.3193
4001,D2019_02_01_S00275_I0800_D_pdb,E5,4702,0.2277,0.3185
4002,D2019_02_01_S00275_I0800_D_pdb,E5,4224,0.2274,0.3245
4003,D2019_02_01_S00275_I0800_D_pdb,E5,3573,0.2255,0.3217
4004,D2019_02_01_S00275_I0800_D_pdb,E5,836,0.2249,0.3214
4005,D2019_02_01_S00275_I0800_D_pdb,E5,5213,0.2310,0.3338
4006,D2019_02_01_S00275_I0800_D_pdb,E5,1832,0.2247,0.3172
4007,D2019_02_01_S00275_I0800_D_pdb,E5,5774,0.2324,0.3308
4008,D2019_02_01_S00275_I0800_D_pdb,E5,3533,0.2229,0.3201
4009,D2019_02_01_S00275_I0800_D_pdb,E5,5333,0.2324,0.3322
4010,D2019_02_01_S00275_I0800_D_pdb,E5,7421,0.2690,0.3483
4011,D2019_02_01_S00275_I0800_D_pdb,E5,3603,0.2302,0.3241
