,Batch,ID,Time,Embryo,Zona
1337,D2017_09_07_S00330_I0776_D_pdb,E2,1392,0.2007,0.3736
1338,D2017_09_07_S00330_I0776_D_pdb,E2,4462,0.2033,0.3773
1339,D2017_09_07_S00330_I0776_D_pdb,E2,7587,0.2042,0.3794
1340,D2017_09_07_S00330_I0776_D_pdb,E2,3642,0.1983,0.3749
1341,D2017_09_07_S00330_I0776_D_pdb,E2,2761,0.1994,0.3794
1342,D2017_09_07_S00330_I0776_D_pdb,E2,6592,0.1983,0.3749
1343,D2017_09_07_S00330_I0776_D_pdb,E2,6728,0.1993,0.3769
1344,D2017_09_07_S00330_I0776_D_pdb,E2,3911,0.1990,0.3757
1345,D2017_09_07_S00330_I0776_D_pdb,E2,7727,0.2253,0.3924
1346,D2017_09_07_S00330_I0776_D_pdb,E2,6351,0.2022,0.3750
1347,D2017_09_07_S00330_I0776_D_pdb,E2,1292,0.2002,0.3731
1348,D2017_09_07_S00330_I0776_D_pdb,E2,3011,0.1950,0.3775
1349,D2017_09_07_S00330_I0776_D_pdb,E2,6121,0.2054,0.3755
1350,D2017_09_07_S00330_I0776_D_pdb,E2,7977,0.3097,0.4318
1351,D2017_09_07_S00330_I0776_D_pdb,E2,3382,0.1977,0.3771
1352,D2017_09_07_S00330_I0776_D_pdb,E2,5681,0.2031,0.3765
1353,D2017_09_07_S00330_I0776_D_pdb,E2,3652,0.1967,0.3729
1354,D2017_09_07_S00330_I0776_D_pdb,E2,3941,0.2005,0.3758
1355,D2017_09_07_S00330_I0776_D_pdb,E2,4812,0.1990,0.3785
1356,D2017_09_07_S00330_I0776_D_pdb,E2,6191,0.2043,0.3759
1357,D2017_09_07_S00330_I0776_D_pdb,E2,6131,0.2036,0.3774
1358,D2017_09_07_S00330_I0776_D_pdb,E2,6311,0.2004,0.3773
1359,D2017_09_07_S00330_I0776_D_pdb,E2,6321,0.2023,0.3773
1360,D2017_09_07_S00330_I0776_D_pdb,E2,3482,0.1992,0.3764
1361,D2017_09_07_S00330_I0776_D_pdb,E2,6976,0.2011,0.3769
1362,D2017_09_07_S00330_I0776_D_pdb,E2,5429,0.2035,0.3785
1363,D2017_09_07_S00330_I0776_D_pdb,E2,1232,0.1985,0.3729
1364,D2017_09_07_S00330_I0776_D_pdb,E2,7047,0.2036,0.3753
1365,D2017_09_07_S00330_I0776_D_pdb,E2,2710,0.1986,0.3755
1366,D2017_09_07_S00330_I0776_D_pdb,E2,5419,0.2032,0.3772
1367,D2017_09_07_S00330_I0776_D_pdb,E2,6824,0.1996,0.3771
1368,D2017_09_07_S00330_I0776_D_pdb,E2,2405,0.1966,0.3784
1369,D2017_09_07_S00330_I0776_D_pdb,E2,2981,0.1912,0.3731
1370,D2017_09_07_S00330_I0776_D_pdb,E2,8067,0.3400,0.4363
1371,D2017_09_07_S00330_I0776_D_pdb,E2,6271,0.2016,0.3784
1372,D2017_09_07_S00330_I0776_D_pdb,E2,8191,0.3504,0.5032
1373,D2017_09_07_S00330_I0776_D_pdb,E2,1622,0.2021,0.3742
1374,D2017_09_07_S00330_I0776_D_pdb,E2,5082,0.2027,0.3792
1375,D2017_09_07_S00330_I0776_D_pdb,E2,3772,0.1993,0.3769
1376,D2017_09_07_S00330_I0776_D_pdb,E2,6936,0.1992,0.3762
1377,D2017_09_07_S00330_I0776_D_pdb,E2,2083,0.1960,0.3794
1378,D2017_09_07_S00330_I0776_D_pdb,E2,3071,0.1957,0.3776
1379,D2017_09_07_S00330_I0776_D_pdb,E2,3602,0.1991,0.3756
1380,D2017_09_07_S00330_I0776_D_pdb,E2,7307,0.1993,0.3781
1381,D2017_09_07_S00330_I0776_D_pdb,E2,5459,0.2032,0.3783
1382,D2017_09_07_S00330_I0776_D_pdb,E2,3672,0.1983,0.3753
1383,D2017_09_07_S00330_I0776_D_pdb,E2,6738,0.1994,0.3759
1384,D2017_09_07_S00330_I0776_D_pdb,E2,1912,0.1963,0.3741
1385,D2017_09_07_S00330_I0776_D_pdb,E2,4352,0.1959,0.3747
1386,D2017_09_07_S00330_I0776_D_pdb,E2,1079,0.1973,0.3755
1387,D2017_09_07_S00330_I0776_D_pdb,E2,2023,0.2022,0.3793
1388,D2017_09_07_S00330_I0776_D_pdb,E2,5961,0.2044,0.3780
1389,D2017_09_07_S00330_I0776_D_pdb,E2,4242,0.1981,0.3785
1390,D2017_09_07_S00330_I0776_D_pdb,E2,5346,0.2033,0.3773
1391,D2017_09_07_S00330_I0776_D_pdb,E2,3462,0.1964,0.3760
1392,D2017_09_07_S00330_I0776_D_pdb,E2,7177,0.2006,0.3776
1393,D2017_09_07_S00330_I0776_D_pdb,E2,1602,0.2017,0.3735
1394,D2017_09_07_S00330_I0776_D_pdb,E2,3041,0.1946,0.3759
1395,D2017_09_07_S00330_I0776_D_pdb,E2,7637,0.2103,0.3837
1396,D2017_09_07_S00330_I0776_D_pdb,E2,2133,0.1933,0.3774
1397,D2017_09_07_S00330_I0776_D_pdb,E2,2529,0.1989,0.3765
1398,D2017_09_07_S00330_I0776_D_pdb,E2,6442,0.2035,0.3782
1399,D2017_09_07_S00330_I0776_D_pdb,E2,5631,0.2055,0.3778
1400,D2017_09_07_S00330_I0776_D_pdb,E2,4422,0.2033,0.3767
1401,D2017_09_07_S00330_I0776_D_pdb,E2,3261,0.1984,0.3755
1402,D2017_09_07_S00330_I0776_D_pdb,E2,1332,0.2010,0.3739
1403,D2017_09_07_S00330_I0776_D_pdb,E2,6341,0.2017,0.3758
1404,D2017_09_07_S00330_I0776_D_pdb,E2,2225,0.1961,0.3762
1405,D2017_09_07_S00330_I0776_D_pdb,E2,7597,0.2063,0.3804
1406,D2017_09_07_S00330_I0776_D_pdb,E2,6552,0.2038,0.3777
1407,D2017_09_07_S00330_I0776_D_pdb,E2,6662,0.2023,0.3754
1408,D2017_09_07_S00330_I0776_D_pdb,E2,3432,0.1994,0.3765
1409,D2017_09_07_S00330_I0776_D_pdb,E2,1802,0.2003,0.3753
1410,D2017_09_07_S00330_I0776_D_pdb,E2,8222,0.3532,0.4437
1411,D2017_09_07_S00330_I0776_D_pdb,E2,7957,0.3000,0.4278
1412,D2017_09_07_S00330_I0776_D_pdb,E2,6986,0.2006,0.3774
1413,D2017_09_07_S00330_I0776_D_pdb,E2,7557,0.2029,0.3785
1414,D2017_09_07_S00330_I0776_D_pdb,E2,2871,0.1988,0.3759
1415,D2017_09_07_S00330_I0776_D_pdb,E2,5222,0.2012,0.3796
1416,D2017_09_07_S00330_I0776_D_pdb,E2,2730,0.1977,0.3762
1417,D2017_09_07_S00330_I0776_D_pdb,E2,2375,0.1955,0.3804
1418,D2017_09_07_S00330_I0776_D_pdb,E2,6612,0.1983,0.3774
1419,D2017_09_07_S00330_I0776_D_pdb,E2,7477,0.1996,0.3764
1420,D2017_09_07_S00330_I0776_D_pdb,E2,6432,0.2041,0.3776
1421,D2017_09_07_S00330_I0776_D_pdb,E2,6031,0.2034,0.3783
1422,D2017_09_07_S00330_I0776_D_pdb,E2,2941,0.1983,0.3768
1423,D2017_09_07_S00330_I0776_D_pdb,E2,3532,0.1998,0.3769
1424,D2017_09_07_S00330_I0776_D_pdb,E2,4832,0.1991,0.3779
1425,D2017_09_07_S00330_I0776_D_pdb,E2,3031,0.1949,0.3770
1426,D2017_09_07_S00330_I0776_D_pdb,E2,4001,0.2030,0.3740
1427,D2017_09_07_S00330_I0776_D_pdb,E2,1262,0.2011,0.3750
1428,D2017_09_07_S00330_I0776_D_pdb,E2,4632,0.2023,0.3798
1429,D2017_09_07_S00330_I0776_D_pdb,E2,6231,0.2018,0.3770
1430,D2017_09_07_S00330_I0776_D_pdb,E2,1782,0.2012,0.3744
1431,D2017_09_07_S00330_I0776_D_pdb,E2,5711,0.2037,0.3773
1432,D2017_09_07_S00330_I0776_D_pdb,E2,3981,0.2014,0.3746
1433,D2017_09_07_S00330_I0776_D_pdb,E2,6884,0.1983,0.3794
1434,D2017_09_07_S00330_I0776_D_pdb,E2,4482,0.2032,0.3772
1435,D2017_09_07_S00330_I0776_D_pdb,E2,2103,0.1995,0.3774
1436,D2017_09_07_S00330_I0776_D_pdb,E2,1732,0.2000,0.3757
1437,D2017_09_07_S00330_I0776_D_pdb,E2,4092,0.2000,0.3790
1438,D2017_09_07_S00330_I0776_D_pdb,E2,1127,0.2006,0.3757
1439,D2017_09_07_S00330_I0776_D_pdb,E2,4412,0.2029,0.3753
1440,D2017_09_07_S00330_I0776_D_pdb,E2,1953,0.1954,0.3751
1441,D2017_09_07_S00330_I0776_D_pdb,E2,7857,0.2643,0.4068
1442,D2017_09_07_S00330_I0776_D_pdb,E2,4732,0.2004,0.3768
1443,D2017_09_07_S00330_I0776_D_pdb,E2,1572,0.2000,0.3730
1444,D2017_09_07_S00330_I0776_D_pdb,E2,6692,0.1996,0.3764
1445,D2017_09_07_S00330_I0776_D_pdb,E2,6011,0.2032,0.3784
1446,D2017_09_07_S00330_I0776_D_pdb,E2,6799,0.1975,0.3755
1447,D2017_09_07_S00330_I0776_D_pdb,E2,5276,0.2028,0.3772
1448,D2017_09_07_S00330_I0776_D_pdb,E2,2660,0.1962,0.3750
1449,D2017_09_07_S00330_I0776_D_pdb,E2,3782,0.2006,0.3753
1450,D2017_09_07_S00330_I0776_D_pdb,E2,5801,0.2042,0.3776
1451,D2017_09_07_S00330_I0776_D_pdb,E2,6814,0.1972,0.3770
1452,D2017_09_07_S00330_I0776_D_pdb,E2,7847,0.2629,0.4072
1453,D2017_09_07_S00330_I0776_D_pdb,E2,4542,0.1979,0.3755
1454,D2017_09_07_S00330_I0776_D_pdb,E2,7797,0.2426,0.4005
1455,D2017_09_07_S00330_I0776_D_pdb,E2,4112,0.1991,0.3776
1456,D2017_09_07_S00330_I0776_D_pdb,E2,1462,0.1989,0.3743
1457,D2017_09_07_S00330_I0776_D_pdb,E2,5579,0.2032,0.3771
1458,D2017_09_07_S00330_I0776_D_pdb,E2,5232,0.2053,0.3781
1459,D2017_09_07_S00330_I0776_D_pdb,E2,6502,0.2016,0.3756
1460,D2017_09_07_S00330_I0776_D_pdb,E2,5092,0.2027,0.3773
1461,D2017_09_07_S00330_I0776_D_pdb,E2,4312,0.1950,0.3760
1462,D2017_09_07_S00330_I0776_D_pdb,E2,998,0.1972,0.3739
1463,D2017_09_07_S00330_I0776_D_pdb,E2,2579,0.1977,0.3767
1464,D2017_09_07_S00330_I0776_D_pdb,E2,7947,0.2947,0.4247
1465,D2017_09_07_S00330_I0776_D_pdb,E2,4672,0.2041,0.3789
1466,D2017_09_07_S00330_I0776_D_pdb,E2,6632,0.1986,0.3769
1467,D2017_09_07_S00330_I0776_D_pdb,E2,4202,0.1973,0.3756
1468,D2017_09_07_S00330_I0776_D_pdb,E2,5192,0.2018,0.3806
1469,D2017_09_07_S00330_I0776_D_pdb,E2,8323,0.3851,0.4592
1470,D2017_09_07_S00330_I0776_D_pdb,E2,1442,0.1985,0.3744
1471,D2017_09_07_S00330_I0776_D_pdb,E2,4942,0.2010,0.3797
1472,D2017_09_07_S00330_I0776_D_pdb,E2,2469,0.1974,0.3772
1473,D2017_09_07_S00330_I0776_D_pdb,E2,3191,0.1974,0.3735
1474,D2017_09_07_S00330_I0776_D_pdb,E2,6141,0.2045,0.3738
1475,D2017_09_07_S00330_I0776_D_pdb,E2,2093,0.1985,0.3783
1476,D2017_09_07_S00330_I0776_D_pdb,E2,7067,0.2020,0.3743
1477,D2017_09_07_S00330_I0776_D_pdb,E2,1963,0.2018,0.3709
1478,D2017_09_07_S00330_I0776_D_pdb,E2,967,0.1986,0.3753
1479,D2017_09_07_S00330_I0776_D_pdb,E2,3722,0.1971,0.3751
1480,D2017_09_07_S00330_I0776_D_pdb,E2,2801,0.1991,0.3732
1481,D2017_09_07_S00330_I0776_D_pdb,E2,5991,0.2041,0.3784
1482,D2017_09_07_S00330_I0776_D_pdb,E2,1252,0.2003,0.3731
1483,D2017_09_07_S00330_I0776_D_pdb,E2,6061,0.2020,0.3768
1484,D2017_09_07_S00330_I0776_D_pdb,E2,7397,0.1969,0.3785
1485,D2017_09_07_S00330_I0776_D_pdb,E2,2720,0.1967,0.3742
1486,D2017_09_07_S00330_I0776_D_pdb,E2,8007,0.3224,0.4303
1487,D2017_09_07_S00330_I0776_D_pdb,E2,4322,0.1953,0.3754
1488,D2017_09_07_S00330_I0776_D_pdb,E2,7327,0.2019,0.3767
1489,D2017_09_07_S00330_I0776_D_pdb,E2,4342,0.1961,0.3757
1490,D2017_09_07_S00330_I0776_D_pdb,E2,2385,0.1958,0.3795
1491,D2017_09_07_S00330_I0776_D_pdb,E2,7997,0.3199,0.4335
1492,D2017_09_07_S00330_I0776_D_pdb,E2,5142,0.2035,0.3783
1493,D2017_09_07_S00330_I0776_D_pdb,E2,4382,0.1983,0.3786
1494,D2017_09_07_S00330_I0776_D_pdb,E2,6707,0.2023,0.3764
1495,D2017_09_07_S00330_I0776_D_pdb,E2,5012,0.1990,0.3795
1496,D2017_09_07_S00330_I0776_D_pdb,E2,5549,0.2031,0.3764
1497,D2017_09_07_S00330_I0776_D_pdb,E2,2163,0.1963,0.3793
1498,D2017_09_07_S00330_I0776_D_pdb,E2,2123,0.1946,0.3766
1499,D2017_09_07_S00330_I0776_D_pdb,E2,6071,0.2036,0.3768
1500,D2017_09_07_S00330_I0776_D_pdb,E2,7016,0.2030,0.3771
1501,D2017_09_07_S00330_I0776_D_pdb,E2,4592,0.2023,0.3767
1502,D2017_09_07_S00330_I0776_D_pdb,E2,4692,0.2029,0.3807
1503,D2017_09_07_S00330_I0776_D_pdb,E2,4962,0.2003,0.3776
1504,D2017_09_07_S00330_I0776_D_pdb,E2,8127,0.3683,0.4419
1505,D2017_09_07_S00330_I0776_D_pdb,E2,3682,0.1987,0.3731
1506,D2017_09_07_S00330_I0776_D_pdb,E2,4532,0.1994,0.3774
1507,D2017_09_07_S00330_I0776_D_pdb,E2,5469,0.2042,0.3762
1508,D2017_09_07_S00330_I0776_D_pdb,E2,2013,0.2031,0.3777
1509,D2017_09_07_S00330_I0776_D_pdb,E2,1822,0.2029,0.3732
1510,D2017_09_07_S00330_I0776_D_pdb,E2,1282,0.2007,0.3727
1511,D2017_09_07_S00330_I0776_D_pdb,E2,7697,0.2191,0.3869
1512,D2017_09_07_S00330_I0776_D_pdb,E2,6202,0.2027,0.3769
1513,D2017_09_07_S00330_I0776_D_pdb,E2,4142,0.1980,0.3780
1514,D2017_09_07_S00330_I0776_D_pdb,E2,5102,0.2035,0.3776
1515,D2017_09_07_S00330_I0776_D_pdb,E2,2305,0.1954,0.3766
1516,D2017_09_07_S00330_I0776_D_pdb,E2,7547,0.2008,0.3796
1517,D2017_09_07_S00330_I0776_D_pdb,E2,8283,0.3531,0.4507
1518,D2017_09_07_S00330_I0776_D_pdb,E2,1432,0.1995,0.3749
1519,D2017_09_07_S00330_I0776_D_pdb,E2,3712,0.2005,0.3769
1520,D2017_09_07_S00330_I0776_D_pdb,E2,2345,0.1934,0.3798
1521,D2017_09_07_S00330_I0776_D_pdb,E2,8107,0.3455,0.4986
1522,D2017_09_07_S00330_I0776_D_pdb,E2,5701,0.2041,0.3770
1523,D2017_09_07_S00330_I0776_D_pdb,E2,6542,0.1999,0.3791
1524,D2017_09_07_S00330_I0776_D_pdb,E2,7757,0.2316,0.3930
1525,D2017_09_07_S00330_I0776_D_pdb,E2,5479,0.2028,0.3767
1526,D2017_09_07_S00330_I0776_D_pdb,E2,1542,0.1970,0.3733
1527,D2017_09_07_S00330_I0776_D_pdb,E2,7937,0.2929,0.4215
1528,D2017_09_07_S00330_I0776_D_pdb,E2,6392,0.2015,0.3780
1529,D2017_09_07_S00330_I0776_D_pdb,E2,6221,0.2048,0.3780
1530,D2017_09_07_S00330_I0776_D_pdb,E2,2143,0.1943,0.3768
1531,D2017_09_07_S00330_I0776_D_pdb,E2,4662,0.2024,0.3788
1532,D2017_09_07_S00330_I0776_D_pdb,E2,5316,0.2029,0.3758
1533,D2017_09_07_S00330_I0776_D_pdb,E2,6916,0.1998,0.3776
1534,D2017_09_07_S00330_I0776_D_pdb,E2,4862,0.2004,0.3788
1535,D2017_09_07_S00330_I0776_D_pdb,E2,1933,0.1998,0.3728
1536,D2017_09_07_S00330_I0776_D_pdb,E2,3392,0.1970,0.3775
1537,D2017_09_07_S00330_I0776_D_pdb,E2,7897,0.2782,0.4153
1538,D2017_09_07_S00330_I0776_D_pdb,E2,2235,0.1947,0.3764
1539,D2017_09_07_S00330_I0776_D_pdb,E2,7217,0.1969,0.3783
1540,D2017_09_07_S00330_I0776_D_pdb,E2,2335,0.1966,0.3784
1541,D2017_09_07_S00330_I0776_D_pdb,E2,7147,0.1959,0.3760
1542,D2017_09_07_S00330_I0776_D_pdb,E2,5569,0.2043,0.3745
1543,D2017_09_07_S00330_I0776_D_pdb,E2,1452,0.2007,0.3744
1544,D2017_09_07_S00330_I0776_D_pdb,E2,4452,0.2022,0.3762
1545,D2017_09_07_S00330_I0776_D_pdb,E2,7097,0.1978,0.3769
1546,D2017_09_07_S00330_I0776_D_pdb,E2,4022,0.2018,0.3771
1547,D2017_09_07_S00330_I0776_D_pdb,E2,2911,0.1974,0.3720
1548,D2017_09_07_S00330_I0776_D_pdb,E2,1812,0.1998,0.3738
1549,D2017_09_07_S00330_I0776_D_pdb,E2,5162,0.2046,0.3776
1550,D2017_09_07_S00330_I0776_D_pdb,E2,5356,0.2047,0.3750
1551,D2017_09_07_S00330_I0776_D_pdb,E2,5921,0.2025,0.3784
1552,D2017_09_07_S00330_I0776_D_pdb,E2,2670,0.1967,0.3742
1553,D2017_09_07_S00330_I0776_D_pdb,E2,1472,0.2001,0.3743
1554,D2017_09_07_S00330_I0776_D_pdb,E2,2315,0.1965,0.3763
1555,D2017_09_07_S00330_I0776_D_pdb,E2,6997,0.2014,0.3774
1556,D2017_09_07_S00330_I0776_D_pdb,E2,2053,0.2004,0.3794
1557,D2017_09_07_S00330_I0776_D_pdb,E2,977,0.1968,0.3769
1558,D2017_09_07_S00330_I0776_D_pdb,E2,4772,0.1991,0.3783
1559,D2017_09_07_S00330_I0776_D_pdb,E2,7767,0.2360,0.3942
1560,D2017_09_07_S00330_I0776_D_pdb,E2,1492,0.1994,0.3755
1561,D2017_09_07_S00330_I0776_D_pdb,E2,3121,0.1952,0.3755
1562,D2017_09_07_S00330_I0776_D_pdb,E2,4952,0.2001,0.3794
1563,D2017_09_07_S00330_I0776_D_pdb,E2,7577,0.2016,0.3799
1564,D2017_09_07_S00330_I0776_D_pdb,E2,4582,0.2024,0.3773
1565,D2017_09_07_S00330_I0776_D_pdb,E2,6894,0.1982,0.3784
1566,D2017_09_07_S00330_I0776_D_pdb,E2,3542,0.1986,0.3766
1567,D2017_09_07_S00330_I0776_D_pdb,E2,5559,0.2029,0.3773
1568,D2017_09_07_S00330_I0776_D_pdb,E2,2851,0.1966,0.3745
1569,D2017_09_07_S00330_I0776_D_pdb,E2,3991,0.2021,0.3743
1570,D2017_09_07_S00330_I0776_D_pdb,E2,4502,0.2026,0.3755
1571,D2017_09_07_S00330_I0776_D_pdb,E2,2459,0.1971,0.3762
1572,D2017_09_07_S00330_I0776_D_pdb,E2,7037,0.2025,0.3762
1573,D2017_09_07_S00330_I0776_D_pdb,E2,5871,0.2017,0.3771
1574,D2017_09_07_S00330_I0776_D_pdb,E2,3422,0.1995,0.3753
1575,D2017_09_07_S00330_I0776_D_pdb,E2,6261,0.1977,0.3792
1576,D2017_09_07_S00330_I0776_D_pdb,E2,5042,0.2014,0.3794
1577,D2017_09_07_S00330_I0776_D_pdb,E2,3762,0.1991,0.3750
1578,D2017_09_07_S00330_I0776_D_pdb,E2,1031,0.2010,0.3735
1579,D2017_09_07_S00330_I0776_D_pdb,E2,4082,0.2010,0.3783
1580,D2017_09_07_S00330_I0776_D_pdb,E2,1592,0.1995,0.3732
1581,D2017_09_07_S00330_I0776_D_pdb,E2,1993,0.2039,0.3748
1582,D2017_09_07_S00330_I0776_D_pdb,E2,2991,0.1905,0.3745
1583,D2017_09_07_S00330_I0776_D_pdb,E2,3171,0.1970,0.3747
1584,D2017_09_07_S00330_I0776_D_pdb,E2,1182,0.1985,0.3726
1585,D2017_09_07_S00330_I0776_D_pdb,E2,7427,0.1971,0.3777
1586,D2017_09_07_S00330_I0776_D_pdb,E2,3412,0.1980,0.3767
1587,D2017_09_07_S00330_I0776_D_pdb,E2,5052,0.2012,0.3795
1588,D2017_09_07_S00330_I0776_D_pdb,E2,7006,0.2022,0.3767
1589,D2017_09_07_S00330_I0776_D_pdb,E2,5336,0.2044,0.3754
1590,D2017_09_07_S00330_I0776_D_pdb,E2,3101,0.1965,0.3751
1591,D2017_09_07_S00330_I0776_D_pdb,E2,2931,0.1998,0.3758
1592,D2017_09_07_S00330_I0776_D_pdb,E2,4932,0.2007,0.3793
1593,D2017_09_07_S00330_I0776_D_pdb,E2,3742,0.1992,0.3750
1594,D2017_09_07_S00330_I0776_D_pdb,E2,2751,0.1987,0.3790
1595,D2017_09_07_S00330_I0776_D_pdb,E2,3402,0.1977,0.3766
1596,D2017_09_07_S00330_I0776_D_pdb,E2,7467,0.1996,0.3745
1597,D2017_09_07_S00330_I0776_D_pdb,E2,4402,0.2016,0.3764
1598,D2017_09_07_S00330_I0776_D_pdb,E2,6789,0.2008,0.3770
1599,D2017_09_07_S00330_I0776_D_pdb,E2,6672,0.2000,0.3756
1600,D2017_09_07_S00330_I0776_D_pdb,E2,1063,0.1990,0.3769
1601,D2017_09_07_S00330_I0776_D_pdb,E2,1612,0.1989,0.3747
1602,D2017_09_07_S00330_I0776_D_pdb,E2,3151,0.1978,0.3749
1603,D2017_09_07_S00330_I0776_D_pdb,E2,2395,0.1969,0.3793
1604,D2017_09_07_S00330_I0776_D_pdb,E2,7057,0.2021,0.3745
1605,D2017_09_07_S00330_I0776_D_pdb,E2,3961,0.2010,0.3763
1606,D2017_09_07_S00330_I0776_D_pdb,E2,7817,0.2512,0.4036
1607,D2017_09_07_S00330_I0776_D_pdb,E2,1762,0.2013,0.3753
1608,D2017_09_07_S00330_I0776_D_pdb,E2,6562,0.1995,0.3774
1609,D2017_09_07_S00330_I0776_D_pdb,E2,5410,0.2045,0.3769
1610,D2017_09_07_S00330_I0776_D_pdb,E2,4072,0.2010,0.3767
1611,D2017_09_07_S00330_I0776_D_pdb,E2,1322,0.2003,0.3738
1612,D2017_09_07_S00330_I0776_D_pdb,E2,4332,0.1956,0.3757
1613,D2017_09_07_S00330_I0776_D_pdb,E2,2043,0.2027,0.3764
1614,D2017_09_07_S00330_I0776_D_pdb,E2,7487,0.1999,0.3758
1615,D2017_09_07_S00330_I0776_D_pdb,E2,6161,0.2036,0.3744
1616,D2017_09_07_S00330_I0776_D_pdb,E2,5661,0.2049,0.3754
1617,D2017_09_07_S00330_I0776_D_pdb,E2,4392,0.2019,0.3769
1618,D2017_09_07_S00330_I0776_D_pdb,E2,4232,0.1969,0.3798
1619,D2017_09_07_S00330_I0776_D_pdb,E2,1502,0.1983,0.3758
1620,D2017_09_07_S00330_I0776_D_pdb,E2,4162,0.1970,0.3785
1621,D2017_09_07_S00330_I0776_D_pdb,E2,5112,0.2037,0.3769
1622,D2017_09_07_S00330_I0776_D_pdb,E2,3452,0.1994,0.3746
1623,D2017_09_07_S00330_I0776_D_pdb,E2,2639,0.1974,0.3744
1624,D2017_09_07_S00330_I0776_D_pdb,E2,3131,0.1970,0.3754
1625,D2017_09_07_S00330_I0776_D_pdb,E2,5366,0.2046,0.3765
1626,D2017_09_07_S00330_I0776_D_pdb,E2,6001,0.2032,0.3785
1627,D2017_09_07_S00330_I0776_D_pdb,E2,8232,0.3317,0.4347
1628,D2017_09_07_S00330_I0776_D_pdb,E2,2194,0.1967,0.3779
1629,D2017_09_07_S00330_I0776_D_pdb,E2,1752,0.2007,0.3746
1630,D2017_09_07_S00330_I0776_D_pdb,E2,4762,0.1994,0.3776
1631,D2017_09_07_S00330_I0776_D_pdb,E2,8333,0.3787,0.5065
1632,D2017_09_07_S00330_I0776_D_pdb,E2,8017,0.3310,0.4373
1633,D2017_09_07_S00330_I0776_D_pdb,E2,6957,0.1995,0.3754
1634,D2017_09_07_S00330_I0776_D_pdb,E2,5881,0.2024,0.3764
1635,D2017_09_07_S00330_I0776_D_pdb,E2,4302,0.1976,0.3779
1636,D2017_09_07_S00330_I0776_D_pdb,E2,4042,0.2017,0.3761
1637,D2017_09_07_S00330_I0776_D_pdb,E2,7567,0.2021,0.3804
1638,D2017_09_07_S00330_I0776_D_pdb,E2,6111,0.2054,0.3760
1639,D2017_09_07_S00330_I0776_D_pdb,E2,987,0.1955,0.3759
1640,D2017_09_07_S00330_I0776_D_pdb,E2,6382,0.2034,0.3765
1641,D2017_09_07_S00330_I0776_D_pdb,E2,2599,0.1986,0.3743
1642,D2017_09_07_S00330_I0776_D_pdb,E2,7387,0.1960,0.3772
1643,D2017_09_07_S00330_I0776_D_pdb,E2,2961,0.1905,0.3737
1644,D2017_09_07_S00330_I0776_D_pdb,E2,5182,0.2037,0.3775
1645,D2017_09_07_S00330_I0776_D_pdb,E2,1682,0.2028,0.3737
1646,D2017_09_07_S00330_I0776_D_pdb,E2,6291,0.2026,0.3787
1647,D2017_09_07_S00330_I0776_D_pdb,E2,7187,0.1988,0.3768
1648,D2017_09_07_S00330_I0776_D_pdb,E2,8117,0.3420,0.4380
1649,D2017_09_07_S00330_I0776_D_pdb,E2,5651,0.2044,0.3778
1650,D2017_09_07_S00330_I0776_D_pdb,E2,1362,0.2016,0.3742
1651,D2017_09_07_S00330_I0776_D_pdb,E2,5152,0.2035,0.3779
1652,D2017_09_07_S00330_I0776_D_pdb,E2,3572,0.1982,0.3759
1653,D2017_09_07_S00330_I0776_D_pdb,E2,3931,0.2015,0.3751
1654,D2017_09_07_S00330_I0776_D_pdb,E2,7287,0.1998,0.3774
1655,D2017_09_07_S00330_I0776_D_pdb,E2,8037,0.3330,0.4326
1656,D2017_09_07_S00330_I0776_D_pdb,E2,8047,0.3337,0.4342
1657,D2017_09_07_S00330_I0776_D_pdb,E2,5751,0.2005,0.3775
1658,D2017_09_07_S00330_I0776_D_pdb,E2,1642,0.1994,0.3731
1659,D2017_09_07_S00330_I0776_D_pdb,E2,1943,0.1987,0.3748
1660,D2017_09_07_S00330_I0776_D_pdb,E2,6864,0.1998,0.3786
1661,D2017_09_07_S00330_I0776_D_pdb,E2,4912,0.2016,0.3784
1662,D2017_09_07_S00330_I0776_D_pdb,E2,3021,0.1967,0.3751
1663,D2017_09_07_S00330_I0776_D_pdb,E2,7687,0.2176,0.3855
1664,D2017_09_07_S00330_I0776_D_pdb,E2,6718,0.2009,0.3766
1665,D2017_09_07_S00330_I0776_D_pdb,E2,5971,0.2042,0.3777
1666,D2017_09_07_S00330_I0776_D_pdb,E2,6622,0.2002,0.3764
1667,D2017_09_07_S00330_I0776_D_pdb,E2,5022,0.2024,0.3788
1668,D2017_09_07_S00330_I0776_D_pdb,E2,3271,0.1980,0.3757
1669,D2017_09_07_S00330_I0776_D_pdb,E2,4362,0.1961,0.3781
1670,D2017_09_07_S00330_I0776_D_pdb,E2,6482,0.2030,0.3774
1671,D2017_09_07_S00330_I0776_D_pdb,E2,1712,0.2006,0.3750
1672,D2017_09_07_S00330_I0776_D_pdb,E2,6402,0.2021,0.3798
1673,D2017_09_07_S00330_I0776_D_pdb,E2,5326,0.2034,0.3767
1674,D2017_09_07_S00330_I0776_D_pdb,E2,2255,0.1958,0.3775
1675,D2017_09_07_S00330_I0776_D_pdb,E2,8097,0.3449,0.4962
1676,D2017_09_07_S00330_I0776_D_pdb,E2,1582,0.2001,0.3729
1677,D2017_09_07_S00330_I0776_D_pdb,E2,1242,0.1984,0.3729
