,Batch,ID,Time,Class,Confidence,Size
7927,D2018_02_25_S00434_I0776,E2,5725,embryo,0.9997,0.2137
7928,D2018_02_25_S00434_I0776,E2,5725,zona,0.9993,0.3496
7929,D2018_02_25_S00434_I0776,E2,1338,embryo,0.9999,0.1834
7930,D2018_02_25_S00434_I0776,E2,1338,zona,0.9996,0.3576
7931,D2018_02_25_S00434_I0776,E2,6836,embryo,1.0000,0.1810
7932,D2018_02_25_S00434_I0776,E2,6836,zona,0.9999,0.3447
7933,D2018_02_25_S00434_I0776,E2,3796,embryo,0.9983,0.1711
7934,D2018_02_25_S00434_I0776,E2,3796,zona,0.9961,0.3162
7935,D2018_02_25_S00434_I0776,E2,8445,zona,0.9467,0.3507
7936,D2018_02_25_S00434_I0776,E2,4635,zona,0.9994,0.3353
7937,D2018_02_25_S00434_I0776,E2,4635,embryo,0.9969,0.2340
7938,D2018_02_25_S00434_I0776,E2,9116,zona,0.9885,0.4189
7939,D2018_02_25_S00434_I0776,E2,2298,zona,0.9998,0.3092
7940,D2018_02_25_S00434_I0776,E2,2298,embryo,0.9990,0.1919
7941,D2018_02_25_S00434_I0776,E2,8816,zona,0.9981,0.4549
7942,D2018_02_25_S00434_I0776,E2,8816,embryo,0.9874,0.2495
7943,D2018_02_25_S00434_I0776,E2,8786,zona,0.9996,0.3587
7944,D2018_02_25_S00434_I0776,E2,8786,embryo,0.9924,0.2655
7945,D2018_02_25_S00434_I0776,E2,3826,embryo,0.9997,0.2119
7946,D2018_02_25_S00434_I0776,E2,3826,zona,0.9989,0.2967
7947,D2018_02_25_S00434_I0776,E2,3756,embryo,0.9995,0.1762
7948,D2018_02_25_S00434_I0776,E2,3756,zona,0.9993,0.3063
7949,D2018_02_25_S00434_I0776,E2,5275,embryo,0.9997,0.2049
7950,D2018_02_25_S00434_I0776,E2,5275,zona,0.9994,0.3391
7951,D2018_02_25_S00434_I0776,E2,1428,embryo,0.9999,0.1897
7952,D2018_02_25_S00434_I0776,E2,1428,zona,0.9988,0.3551
7953,D2018_02_25_S00434_I0776,E2,6380,embryo,0.9996,0.2170
7954,D2018_02_25_S00434_I0776,E2,6380,zona,0.8284,0.3090
7955,D2018_02_25_S00434_I0776,E2,4625,zona,0.9997,0.3448
7956,D2018_02_25_S00434_I0776,E2,4625,embryo,0.9996,0.2059
7957,D2018_02_25_S00434_I0776,E2,1278,embryo,0.9992,0.1894
7958,D2018_02_25_S00434_I0776,E2,1278,zona,0.9987,0.3281
7959,D2018_02_25_S00434_I0776,E2,5515,embryo,0.9999,0.1826
7960,D2018_02_25_S00434_I0776,E2,5515,zona,0.9991,0.3306
7961,D2018_02_25_S00434_I0776,E2,4277,zona,0.9994,0.3273
7962,D2018_02_25_S00434_I0776,E2,4277,embryo,0.9993,0.1943
7963,D2018_02_25_S00434_I0776,E2,4277,embryo,0.5281,0.2817
7964,D2018_02_25_S00434_I0776,E2,2368,zona,0.9997,0.3228
7965,D2018_02_25_S00434_I0776,E2,2368,embryo,0.9990,0.2028
7966,D2018_02_25_S00434_I0776,E2,2766,zona,0.9999,0.3131
7967,D2018_02_25_S00434_I0776,E2,2766,embryo,0.9996,0.1687
7968,D2018_02_25_S00434_I0776,E2,4995,embryo,0.9998,0.2055
7969,D2018_02_25_S00434_I0776,E2,4995,zona,0.9990,0.3228
7970,D2018_02_25_S00434_I0776,E2,8087,zona,0.9543,0.5205
7971,D2018_02_25_S00434_I0776,E2,5910,embryo,0.9991,0.1895
7972,D2018_02_25_S00434_I0776,E2,5910,zona,0.9964,0.3654
7973,D2018_02_25_S00434_I0776,E2,1128,zona,0.9998,0.3378
7974,D2018_02_25_S00434_I0776,E2,1128,embryo,0.9989,0.1977
7975,D2018_02_25_S00434_I0776,E2,1308,embryo,0.9999,0.1668
7976,D2018_02_25_S00434_I0776,E2,1308,zona,0.9998,0.3262
7977,D2018_02_25_S00434_I0776,E2,5495,embryo,0.9998,0.1988
7978,D2018_02_25_S00434_I0776,E2,5495,zona,0.9990,0.3386
7979,D2018_02_25_S00434_I0776,E2,5465,embryo,0.9999,0.1633
7980,D2018_02_25_S00434_I0776,E2,5465,zona,0.9998,0.3324
