,Batch,ID,Time,Embryo,Zona,Ratio
1478,D2018_02_25_S00434_I0776,E5,3247,0.1740,0.2806,0.6201
1479,D2018_02_25_S00434_I0776,E5,3187,0.1773,0.2866,0.6186
1480,D2018_02_25_S00434_I0776,E5,5475,0.1900,0.3018,0.6296
1481,D2018_02_25_S00434_I0776,E5,4835,0.1983,0.3203,0.6191
1482,D2018_02_25_S00434_I0776,E5,2662,0.2026,0.3301,0.6138
1483,D2018_02_25_S00434_I0776,E5,1538,0.1735,0.3145,0.5517
1484,D2018_02_25_S00434_I0776,E5,6681,0.1922,0.3192,0.6021
1485,D2018_02_25_S00434_I0776,E5,7707,0.1930,0.3143,0.6141
1486,D2018_02_25_S00434_I0776,E5,4945,0.2393,0.3279,0.7298
1487,D2018_02_25_S00434_I0776,E5,7020,0.1800,0.3336,0.5396
1488,D2018_02_25_S00434_I0776,E5,1878,0.1694,0.3120,0.5429
1489,D2018_02_25_S00434_I0776,E5,9597,0.1712,0.3061,0.5593
1490,D2018_02_25_S00434_I0776,E5,3347,0.1844,0.2663,0.6925
1491,D2018_02_25_S00434_I0776,E5,4187,0.1963,0.3549,0.5531
1492,D2018_02_25_S00434_I0776,E5,2109,0.1842,0.3286,0.5606
1493,D2018_02_25_S00434_I0776,E5,3517,0.2026,0.2789,0.7264
1494,D2018_02_25_S00434_I0776,E5,9587,0.1830,0.3116,0.5873
1495,D2018_02_25_S00434_I0776,E5,5486,0.1853,0.2958,0.6264
1496,D2018_02_25_S00434_I0776,E5,9636,0.1662,0.3267,0.5087
1497,D2018_02_25_S00434_I0776,E5,5861,0.1864,0.3052,0.6107
1498,D2018_02_25_S00434_I0776,E5,7837,0.1953,0.3288,0.5940
1499,D2018_02_25_S00434_I0776,E5,3467,0.1791,0.2747,0.6520
1500,D2018_02_25_S00434_I0776,E5,6867,0.2037,0.3074,0.6627
1501,D2018_02_25_S00434_I0776,E5,5546,0.1939,0.2963,0.6544
1502,D2018_02_25_S00434_I0776,E5,2499,0.2125,0.3097,0.6861
1503,D2018_02_25_S00434_I0776,E5,5045,0.1887,0.2953,0.6390
1504,D2018_02_25_S00434_I0776,E5,2532,0.2089,0.3182,0.6565
1505,D2018_02_25_S00434_I0776,E5,3587,0.1889,0.2912,0.6487
1506,D2018_02_25_S00434_I0776,E5,4047,0.1894,0.3156,0.6001
1507,D2018_02_25_S00434_I0776,E5,4905,0.1971,0.3121,0.6315
1508,D2018_02_25_S00434_I0776,E5,4425,0.1816,0.3164,0.5740
1509,D2018_02_25_S00434_I0776,E5,8536,0.1882,0.3111,0.6050
1510,D2018_02_25_S00434_I0776,E5,3367,0.1985,0.2780,0.7140
1511,D2018_02_25_S00434_I0776,E5,2429,0.1811,0.3253,0.5567
1512,D2018_02_25_S00434_I0776,E5,4375,0.1897,0.2913,0.6512
1513,D2018_02_25_S00434_I0776,E5,2726,0.1964,0.3132,0.6271
1514,D2018_02_25_S00434_I0776,E5,8252,0.1897,0.2981,0.6364
1515,D2018_02_25_S00434_I0776,E5,7827,0.2078,0.3346,0.6210
1516,D2018_02_25_S00434_I0776,E5,5245,0.1987,0.3090,0.6430
1517,D2018_02_25_S00434_I0776,E5,9106,0.1707,0.3070,0.5560
1518,D2018_02_25_S00434_I0776,E5,2179,0.2030,0.2733,0.7428
1519,D2018_02_25_S00434_I0776,E5,5586,0.1932,0.3075,0.6283
1520,D2018_02_25_S00434_I0776,E5,5666,0.1925,0.2812,0.6846
1521,D2018_02_25_S00434_I0776,E5,2642,0.1881,0.3176,0.5923
1522,D2018_02_25_S00434_I0776,E5,4755,0.1893,0.3102,0.6103
1523,D2018_02_25_S00434_I0776,E5,4615,0.1807,0.2968,0.6088
1524,D2018_02_25_S00434_I0776,E5,5015,0.1791,0.3162,0.5664
1525,D2018_02_25_S00434_I0776,E5,3647,0.1817,0.2747,0.6614
1526,D2018_02_25_S00434_I0776,E5,3287,0.1836,0.2695,0.6813
1527,D2018_02_25_S00434_I0776,E5,6321,0.1780,0.3084,0.5772
1528,D2018_02_25_S00434_I0776,E5,4865,0.2023,0.3170,0.6382
1529,D2018_02_25_S00434_I0776,E5,8806,0.1639,0.2835,0.5781
1530,D2018_02_25_S00434_I0776,E5,3507,0.1963,0.2648,0.7413
1531,D2018_02_25_S00434_I0776,E5,1918,0.1884,0.3273,0.5756
1532,D2018_02_25_S00434_I0776,E5,6171,0.1923,0.3467,0.5547
1533,D2018_02_25_S00434_I0776,E5,5606,0.1978,0.3076,0.6430
1534,D2018_02_25_S00434_I0776,E5,4167,0.1871,0.2932,0.6381
1535,D2018_02_25_S00434_I0776,E5,5871,0.1927,0.3175,0.6069
1536,D2018_02_25_S00434_I0776,E5,4077,0.1861,0.3059,0.6084
1537,D2018_02_25_S00434_I0776,E5,4197,0.1878,0.3077,0.6103
1538,D2018_02_25_S00434_I0776,E5,5526,0.2008,0.3163,0.6348
1539,D2018_02_25_S00434_I0776,E5,8412,0.1702,0.3175,0.5361
1540,D2018_02_25_S00434_I0776,E5,2489,0.2145,0.3322,0.6457
1541,D2018_02_25_S00434_I0776,E5,1168,0.1650,0.3264,0.5055
1542,D2018_02_25_S00434_I0776,E5,6987,0.1897,0.3049,0.6222
1543,D2018_02_25_S00434_I0776,E5,4247,0.1889,0.3152,0.5993
1544,D2018_02_25_S00434_I0776,E5,7090,0.2049,0.3099,0.6612
1545,D2018_02_25_S00434_I0776,E5,6927,0.1979,0.3298,0.6001
1546,D2018_02_25_S00434_I0776,E5,9086,0.1658,0.3023,0.5485
1547,D2018_02_25_S00434_I0776,E5,9206,0.2064,0.3082,0.6697
1548,D2018_02_25_S00434_I0776,E5,6571,0.1983,0.3089,0.6420
1549,D2018_02_25_S00434_I0776,E5,7216,0.2377,0.3364,0.7066
1550,D2018_02_25_S00434_I0776,E5,5706,0.2094,0.3032,0.6906
1551,D2018_02_25_S00434_I0776,E5,1448,0.1594,0.3366,0.4736
1552,D2018_02_25_S00434_I0776,E5,3006,0.2129,0.2826,0.7534
1553,D2018_02_25_S00434_I0776,E5,4027,0.1992,0.3007,0.6625
1554,D2018_02_25_S00434_I0776,E5,5746,0.1730,0.3140,0.5510
1555,D2018_02_25_S00434_I0776,E5,8222,0.1765,0.3114,0.5668
1556,D2018_02_25_S00434_I0776,E5,1458,0.1627,0.3507,0.4639
1557,D2018_02_25_S00434_I0776,E5,3547,0.2028,0.2938,0.6903
1558,D2018_02_25_S00434_I0776,E5,4017,0.1947,0.3191,0.6102
1559,D2018_02_25_S00434_I0776,E5,1948,0.1985,0.3308,0.6001
1560,D2018_02_25_S00434_I0776,E5,2279,0.1920,0.2790,0.6882
1561,D2018_02_25_S00434_I0776,E5,4365,0.1938,0.2982,0.6499
1562,D2018_02_25_S00434_I0776,E5,6641,0.2141,0.3271,0.6545
1563,D2018_02_25_S00434_I0776,E5,2602,0.1824,0.3204,0.5693
1564,D2018_02_25_S00434_I0776,E5,5155,0.1831,0.3324,0.5508
1565,D2018_02_25_S00434_I0776,E5,3277,0.1761,0.2850,0.6179
1566,D2018_02_25_S00434_I0776,E5,2846,0.1889,0.2912,0.6487
1567,D2018_02_25_S00434_I0776,E5,9156,0.2232,0.3181,0.7017
1568,D2018_02_25_S00434_I0776,E5,8127,0.1720,0.3093,0.5561
1569,D2018_02_25_S00434_I0776,E5,6001,0.1951,0.3071,0.6353
1570,D2018_02_25_S00434_I0776,E5,1348,0.1701,0.3363,0.5058
1571,D2018_02_25_S00434_I0776,E5,1238,0.1732,0.3375,0.5132
1572,D2018_02_25_S00434_I0776,E5,7667,0.1898,0.3033,0.6258
1573,D2018_02_25_S00434_I0776,E5,5971,0.1936,0.2950,0.6563
1574,D2018_02_25_S00434_I0776,E5,9277,0.1730,0.3184,0.5433
1575,D2018_02_25_S00434_I0776,E5,9686,0.1661,0.3026,0.5489
1576,D2018_02_25_S00434_I0776,E5,6691,0.1997,0.3025,0.6602
1577,D2018_02_25_S00434_I0776,E5,1218,0.1633,0.3239,0.5042
1578,D2018_02_25_S00434_I0776,E5,7186,0.2225,0.3484,0.6386
1579,D2018_02_25_S00434_I0776,E5,9467,0.1686,0.2947,0.5721
1580,D2018_02_25_S00434_I0776,E5,5881,0.1906,0.3175,0.6003
1581,D2018_02_25_S00434_I0776,E5,4605,0.1902,0.3316,0.5736
1582,D2018_02_25_S00434_I0776,E5,8826,0.2153,0.3016,0.7139
1583,D2018_02_25_S00434_I0776,E5,4625,0.1841,0.3402,0.5412
1584,D2018_02_25_S00434_I0776,E5,4935,0.2012,0.3190,0.6307
1585,D2018_02_25_S00434_I0776,E5,6967,0.1941,0.2954,0.6571
1586,D2018_02_25_S00434_I0776,E5,8117,0.1830,0.3283,0.5574
1587,D2018_02_25_S00434_I0776,E5,8107,0.1590,0.3073,0.5174
1588,D2018_02_25_S00434_I0776,E5,5941,0.2003,0.3070,0.6524
1589,D2018_02_25_S00434_I0776,E5,2329,0.2024,0.3059,0.6617
1590,D2018_02_25_S00434_I0776,E5,4735,0.1823,0.3481,0.5237
1591,D2018_02_25_S00434_I0776,E5,2696,0.2089,0.3126,0.6683
1592,D2018_02_25_S00434_I0776,E5,9266,0.2015,0.3327,0.6057
1593,D2018_02_25_S00434_I0776,E5,6271,0.1941,0.3185,0.6094
1594,D2018_02_25_S00434_I0776,E5,3107,0.2006,0.2781,0.7213
1595,D2018_02_25_S00434_I0776,E5,7727,0.2102,0.3059,0.6872
1596,D2018_02_25_S00434_I0776,E5,1838,0.1849,0.3101,0.5963
1597,D2018_02_25_S00434_I0776,E5,9226,0.1749,0.3160,0.5535
1598,D2018_02_25_S00434_I0776,E5,8776,0.1676,0.3323,0.5044
1599,D2018_02_25_S00434_I0776,E5,7306,0.2463,0.3499,0.7039
1600,D2018_02_25_S00434_I0776,E5,3327,0.1815,0.2942,0.6169
1601,D2018_02_25_S00434_I0776,E5,2509,0.1959,0.3203,0.6116
1602,D2018_02_25_S00434_I0776,E5,6857,0.1982,0.3064,0.6469
1603,D2018_02_25_S00434_I0776,E5,3077,0.1936,0.2716,0.7128
1604,D2018_02_25_S00434_I0776,E5,5556,0.2154,0.3252,0.6624
1605,D2018_02_25_S00434_I0776,E5,7546,0.2287,0.3351,0.6825
1606,D2018_02_25_S00434_I0776,E5,9006,0.1700,0.2911,0.5840
1607,D2018_02_25_S00434_I0776,E5,6611,0.1752,0.2996,0.5848
1608,D2018_02_25_S00434_I0776,E5,8556,0.1674,0.3463,0.4834
1609,D2018_02_25_S00434_I0776,E5,6591,0.1774,0.3080,0.5760
1610,D2018_02_25_S00434_I0776,E5,8506,0.1794,0.3191,0.5622
1611,D2018_02_25_S00434_I0776,E5,4645,0.1989,0.3377,0.5890
1612,D2018_02_25_S00434_I0776,E5,7246,0.2336,0.3357,0.6959
1613,D2018_02_25_S00434_I0776,E5,8426,0.1861,0.2923,0.6367
1614,D2018_02_25_S00434_I0776,E5,8232,0.1519,0.3697,0.4109
1615,D2018_02_25_S00434_I0776,E5,6701,0.1735,0.2993,0.5797
1616,D2018_02_25_S00434_I0776,E5,6251,0.1883,0.3195,0.5894
1617,D2018_02_25_S00434_I0776,E5,8402,0.1753,0.3429,0.5112
1618,D2018_02_25_S00434_I0776,E5,6361,0.1717,0.3379,0.5081
1619,D2018_02_25_S00434_I0776,E5,4127,0.1884,0.2989,0.6303
1620,D2018_02_25_S00434_I0776,E5,3977,0.1754,0.3312,0.5296
1621,D2018_02_25_S00434_I0776,E5,7556,0.2036,0.3111,0.6545
1622,D2018_02_25_S00434_I0776,E5,7617,0.1910,0.3182,0.6003
1623,D2018_02_25_S00434_I0776,E5,4575,0.1806,0.3374,0.5353
1624,D2018_02_25_S00434_I0776,E5,2249,0.2018,0.2784,0.7249
1625,D2018_02_25_S00434_I0776,E5,4825,0.1865,0.3178,0.5868
1626,D2018_02_25_S00434_I0776,E5,6581,0.1800,0.3129,0.5753
1627,D2018_02_25_S00434_I0776,E5,1518,0.1695,0.3233,0.5243
1628,D2018_02_25_S00434_I0776,E5,6301,0.1932,0.2994,0.6453
1629,D2018_02_25_S00434_I0776,E5,5726,0.2116,0.3025,0.6995
1630,D2018_02_25_S00434_I0776,E5,9457,0.1683,0.3179,0.5294
1631,D2018_02_25_S00434_I0776,E5,5803,0.2026,0.3455,0.5864
1632,D2018_02_25_S00434_I0776,E5,4037,0.1946,0.2965,0.6563
1633,D2018_02_25_S00434_I0776,E5,9547,0.1640,0.3315,0.4947
1634,D2018_02_25_S00434_I0776,E5,2299,0.2022,0.2830,0.7145
1635,D2018_02_25_S00434_I0776,E5,2996,0.1741,0.3232,0.5387
1636,D2018_02_25_S00434_I0776,E5,6721,0.1939,0.3085,0.6285
1637,D2018_02_25_S00434_I0776,E5,4895,0.1901,0.3220,0.5904
1638,D2018_02_25_S00434_I0776,E5,7276,0.2398,0.3473,0.6905
1639,D2018_02_25_S00434_I0776,E5,3207,0.1828,0.3163,0.5779
1640,D2018_02_25_S00434_I0776,E5,4975,0.2512,0.3149,0.7977
1641,D2018_02_25_S00434_I0776,E5,8456,0.1694,0.3321,0.5101
1642,D2018_02_25_S00434_I0776,E5,6111,0.1972,0.3000,0.6573
1643,D2018_02_25_S00434_I0776,E5,5235,0.2032,0.3178,0.6394
1644,D2018_02_25_S00434_I0776,E5,1959,0.1788,0.3187,0.5610
1645,D2018_02_25_S00434_I0776,E5,4585,0.1795,0.3450,0.5203
1646,D2018_02_25_S00434_I0776,E5,1328,0.1705,0.3525,0.4837
1647,D2018_02_25_S00434_I0776,E5,1628,0.1794,0.3222,0.5568
1648,D2018_02_25_S00434_I0776,E5,1608,0.1864,0.3226,0.5778
1649,D2018_02_25_S00434_I0776,E5,1668,0.1585,0.3131,0.5062
1650,D2018_02_25_S00434_I0776,E5,4815,0.1989,0.3252,0.6116
1651,D2018_02_25_S00434_I0776,E5,8177,0.1646,0.3020,0.5450
1652,D2018_02_25_S00434_I0776,E5,2149,0.2048,0.3025,0.6770
1653,D2018_02_25_S00434_I0776,E5,6201,0.1767,0.3226,0.5477
1654,D2018_02_25_S00434_I0776,E5,1308,0.1645,0.3337,0.4930
1655,D2018_02_25_S00434_I0776,E5,6331,0.1847,0.3108,0.5943
1656,D2018_02_25_S00434_I0776,E5,5686,0.2217,0.3142,0.7056
1657,D2018_02_25_S00434_I0776,E5,3437,0.1851,0.2940,0.6296
1658,D2018_02_25_S00434_I0776,E5,1078,0.1758,0.3104,0.5664
1659,D2018_02_25_S00434_I0776,E5,3527,0.2126,0.2859,0.7436
1660,D2018_02_25_S00434_I0776,E5,7296,0.2570,0.3529,0.7283
1661,D2018_02_25_S00434_I0776,E5,9036,0.1691,0.3258,0.5190
1662,D2018_02_25_S00434_I0776,E5,2592,0.1978,0.3012,0.6567
1663,D2018_02_25_S00434_I0776,E5,9146,0.1701,0.2840,0.5989
1664,D2018_02_25_S00434_I0776,E5,2199,0.1825,0.3076,0.5933
1665,D2018_02_25_S00434_I0776,E5,1098,0.1854,0.3356,0.5524
1666,D2018_02_25_S00434_I0776,E5,2736,0.1943,0.3127,0.6214
1667,D2018_02_25_S00434_I0776,E5,1999,0.1928,0.3376,0.5711
1668,D2018_02_25_S00434_I0776,E5,5335,0.1999,0.3245,0.6160
1669,D2018_02_25_S00434_I0776,E5,5225,0.1869,0.3015,0.6199
1670,D2018_02_25_S00434_I0776,E5,9236,0.1720,0.3165,0.5434
1671,D2018_02_25_S00434_I0776,E5,5931,0.1918,0.2957,0.6486
1672,D2018_02_25_S00434_I0776,E5,4955,0.1930,0.3106,0.6214
1673,D2018_02_25_S00434_I0776,E5,5195,0.1861,0.3286,0.5663
1674,D2018_02_25_S00434_I0776,E5,1848,0.1688,0.3200,0.5275
1675,D2018_02_25_S00434_I0776,E5,1578,0.1764,0.3354,0.5259
1676,D2018_02_25_S00434_I0776,E5,8212,0.1814,0.3019,0.6009
1677,D2018_02_25_S00434_I0776,E5,7777,0.1791,0.3136,0.5711
1678,D2018_02_25_S00434_I0776,E5,3387,0.1940,0.2721,0.7130
1679,D2018_02_25_S00434_I0776,E5,1398,0.1590,0.3269,0.4864
1680,D2018_02_25_S00434_I0776,E5,8466,0.1643,0.3320,0.4949
1681,D2018_02_25_S00434_I0776,E5,1558,0.1603,0.3155,0.5081
1682,D2018_02_25_S00434_I0776,E5,1588,0.1610,0.3418,0.4710
1683,D2018_02_25_S00434_I0776,E5,8896,0.1927,0.3127,0.6162
1684,D2018_02_25_S00434_I0776,E5,7120,0.2207,0.3392,0.6506
1685,D2018_02_25_S00434_I0776,E5,6561,0.1964,0.3215,0.6109
1686,D2018_02_25_S00434_I0776,E5,1368,0.1740,0.3359,0.5180
1687,D2018_02_25_S00434_I0776,E5,6957,0.2089,0.3233,0.6461
1688,D2018_02_25_S00434_I0776,E5,9646,0.1736,0.3123,0.5559
1689,D2018_02_25_S00434_I0776,E5,2766,0.1868,0.3116,0.5995
1690,D2018_02_25_S00434_I0776,E5,6601,0.1816,0.2999,0.6055
1691,D2018_02_25_S00434_I0776,E5,8716,0.1628,0.2900,0.5614
1692,D2018_02_25_S00434_I0776,E5,8017,0.1840,0.2915,0.6312
1693,D2018_02_25_S00434_I0776,E5,8157,0.1638,0.2983,0.5491
1694,D2018_02_25_S00434_I0776,E5,5435,0.1832,0.3407,0.5377
1695,D2018_02_25_S00434_I0776,E5,5385,0.1717,0.3157,0.5439
1696,D2018_02_25_S00434_I0776,E5,6421,0.1935,0.3159,0.6125
1697,D2018_02_25_S00434_I0776,E5,4385,0.1862,0.2857,0.6517
1698,D2018_02_25_S00434_I0776,E5,1748,0.1754,0.3427,0.5118
1699,D2018_02_25_S00434_I0776,E5,8986,0.2027,0.3108,0.6522
1700,D2018_02_25_S00434_I0776,E5,7877,0.1952,0.3108,0.6281
1701,D2018_02_25_S00434_I0776,E5,7346,0.1781,0.3156,0.5643
1702,D2018_02_25_S00434_I0776,E5,3897,0.1705,0.3087,0.5523
1703,D2018_02_25_S00434_I0776,E5,9666,0.1743,0.3113,0.5599
1704,D2018_02_25_S00434_I0776,E5,5115,0.1925,0.3084,0.6242
1705,D2018_02_25_S00434_I0776,E5,5636,0.1909,0.3069,0.6220
1706,D2018_02_25_S00434_I0776,E5,1288,0.1804,0.3515,0.5132
1707,D2018_02_25_S00434_I0776,E5,8382,0.1602,0.2957,0.5418
1708,D2018_02_25_S00434_I0776,E5,1468,0.1654,0.3486,0.4745
1709,D2018_02_25_S00434_I0776,E5,8846,0.1832,0.3211,0.5705
1710,D2018_02_25_S00434_I0776,E5,7206,0.2248,0.3293,0.6827
1711,D2018_02_25_S00434_I0776,E5,8476,0.1730,0.3383,0.5114
1712,D2018_02_25_S00434_I0776,E5,6907,0.1934,0.3301,0.5859
1713,D2018_02_25_S00434_I0776,E5,2229,0.1947,0.2764,0.7044
1714,D2018_02_25_S00434_I0776,E6,8756,0.1957,0.4485,0.4363
1715,D2018_02_25_S00434_I0776,E6,9217,,0.5106,
1716,D2018_02_25_S00434_I0776,E6,3377,0.2066,0.3346,0.6175
1717,D2018_02_25_S00434_I0776,E6,1999,0.1971,0.3293,0.5985
1718,D2018_02_25_S00434_I0776,E6,2592,0.1861,0.3251,0.5724
1719,D2018_02_25_S00434_I0776,E6,5596,0.2059,0.3122,0.6595
1720,D2018_02_25_S00434_I0776,E6,1238,0.1907,0.3015,0.6325
1721,D2018_02_25_S00434_I0776,E6,1088,0.1919,0.3473,0.5525
1722,D2018_02_25_S00434_I0776,E6,8506,,0.4427,
1723,D2018_02_25_S00434_I0776,E6,8077,0.2277,0.3716,0.6128
1724,D2018_02_25_S00434_I0776,E6,1739,0.1877,0.3259,0.5759
1725,D2018_02_25_S00434_I0776,E6,3127,0.1971,0.3545,0.5560
1726,D2018_02_25_S00434_I0776,E6,7307,0.2272,0.3628,0.6262
1727,D2018_02_25_S00434_I0776,E6,5951,0.1859,0.3304,0.5627
1728,D2018_02_25_S00434_I0776,E6,5165,0.1978,0.3437,0.5755
1729,D2018_02_25_S00434_I0776,E6,8496,,0.4194,
1730,D2018_02_25_S00434_I0776,E6,9377,,0.5164,
1731,D2018_02_25_S00434_I0776,E6,4515,0.1990,0.3283,0.6062
1732,D2018_02_25_S00434_I0776,E6,4785,0.1909,0.3414,0.5592
1733,D2018_02_25_S00434_I0776,E6,3537,0.1907,0.3073,0.6206
1734,D2018_02_25_S00434_I0776,E6,7437,0.2760,0.4238,0.6513
1735,D2018_02_25_S00434_I0776,E6,1388,0.1932,0.3047,0.6341
1736,D2018_02_25_S00434_I0776,E6,7537,0.2784,0.3769,0.7387
1737,D2018_02_25_S00434_I0776,E6,2777,0.1914,0.3440,0.5564
1738,D2018_02_25_S00434_I0776,E6,1959,0.1829,0.3275,0.5585
1739,D2018_02_25_S00434_I0776,E6,5891,0.1998,0.3423,0.5837
1740,D2018_02_25_S00434_I0776,E6,9567,,0.5446,
1741,D2018_02_25_S00434_I0776,E6,8392,0.2141,0.4109,0.5211
1742,D2018_02_25_S00434_I0776,E6,8426,,0.3968,
1743,D2018_02_25_S00434_I0776,E6,2857,0.2061,0.3329,0.6191
1744,D2018_02_25_S00434_I0776,E6,1929,0.2139,0.3534,0.6053
1745,D2018_02_25_S00434_I0776,E6,7777,0.2710,0.4317,0.6278
1746,D2018_02_25_S00434_I0776,E6,9037,,0.6045,
1747,D2018_02_25_S00434_I0776,E6,9267,,0.4515,
1748,D2018_02_25_S00434_I0776,E6,9636,,0.5035,
1749,D2018_02_25_S00434_I0776,E6,7847,0.2828,0.4193,0.6745
1750,D2018_02_25_S00434_I0776,E6,1458,0.1975,0.3288,0.6007
1751,D2018_02_25_S00434_I0776,E6,9067,,0.5258,
1752,D2018_02_25_S00434_I0776,E6,8536,,0.3964,
1753,D2018_02_25_S00434_I0776,E6,1598,0.2031,0.3407,0.5961
1754,D2018_02_25_S00434_I0776,E6,3667,0.1878,0.3209,0.5852
1755,D2018_02_25_S00434_I0776,E6,4207,0.1865,0.3104,0.6008
1756,D2018_02_25_S00434_I0776,E6,4915,0.2073,0.3342,0.6203
1757,D2018_02_25_S00434_I0776,E6,7967,0.2628,0.3660,0.7180
1758,D2018_02_25_S00434_I0776,E6,5416,0.1965,0.3297,0.5960
1759,D2018_02_25_S00434_I0776,E6,6701,0.1870,0.3410,0.5484
1760,D2018_02_25_S00434_I0776,E6,3417,0.2158,0.3348,0.6446
1761,D2018_02_25_S00434_I0776,E6,8626,0.2615,0.3844,0.6803
1762,D2018_02_25_S00434_I0776,E6,6051,0.1914,0.3620,0.5287
1763,D2018_02_25_S00434_I0776,E6,1078,0.1445,0.3162,0.4570
1764,D2018_02_25_S00434_I0776,E6,8866,,0.5750,
1765,D2018_02_25_S00434_I0776,E6,2672,0.1804,0.3207,0.5625
1766,D2018_02_25_S00434_I0776,E6,6571,0.1806,0.2984,0.6052
1767,D2018_02_25_S00434_I0776,E6,5736,0.1779,0.3277,0.5429
1768,D2018_02_25_S00434_I0776,E6,4505,0.2214,0.3301,0.6707
1769,D2018_02_25_S00434_I0776,E6,2947,0.2045,0.3611,0.5663
1770,D2018_02_25_S00434_I0776,E6,2259,0.2066,0.3256,0.6345
1771,D2018_02_25_S00434_I0776,E6,6661,0.1869,0.3505,0.5332
1772,D2018_02_25_S00434_I0776,E6,2309,0.2071,0.3386,0.6116
1773,D2018_02_25_S00434_I0776,E6,7060,0.2007,0.3320,0.6045
1774,D2018_02_25_S00434_I0776,E6,2269,0.2010,0.3213,0.6256
1775,D2018_02_25_S00434_I0776,E6,4715,0.2060,0.3344,0.6160
1776,D2018_02_25_S00434_I0776,E6,9077,,0.5465,
1777,D2018_02_25_S00434_I0776,E6,4475,0.2089,0.3282,0.6365
1778,D2018_02_25_S00434_I0776,E6,1568,0.2053,0.3159,0.6499
1779,D2018_02_25_S00434_I0776,E6,1118,0.1946,0.3295,0.5906
1780,D2018_02_25_S00434_I0776,E6,3017,0.2100,0.4113,0.5106
1781,D2018_02_25_S00434_I0776,E6,5426,0.2091,0.2779,0.7524
1782,D2018_02_25_S00434_I0776,E6,3647,0.1894,0.3036,0.6238
1783,D2018_02_25_S00434_I0776,E6,2289,0.1861,0.3257,0.5714
1784,D2018_02_25_S00434_I0776,E6,1338,0.1897,0.3291,0.5764
1785,D2018_02_25_S00434_I0776,E6,6907,0.1699,0.3104,0.5474
1786,D2018_02_25_S00434_I0776,E6,6631,0.2020,0.3244,0.6227
1787,D2018_02_25_S00434_I0776,E6,1628,0.2081,0.3240,0.6423
1788,D2018_02_25_S00434_I0776,E6,4955,0.2057,0.3268,0.6294
1789,D2018_02_25_S00434_I0776,E6,3057,0.2063,0.3711,0.5559
1790,D2018_02_25_S00434_I0776,E6,2049,0.2071,0.3465,0.5977
1791,D2018_02_25_S00434_I0776,E6,2867,0.1901,0.3340,0.5692
1792,D2018_02_25_S00434_I0776,E6,4027,0.1785,0.3219,0.5545
1793,D2018_02_25_S00434_I0776,E6,2632,0.1999,0.3268,0.6117
1794,D2018_02_25_S00434_I0776,E6,1979,0.2110,0.3497,0.6034
1795,D2018_02_25_S00434_I0776,E6,2169,0.1899,0.3607,0.5265
1796,D2018_02_25_S00434_I0776,E6,6731,0.1816,0.2978,0.6098
1797,D2018_02_25_S00434_I0776,E6,5506,0.2184,0.3250,0.6720
1798,D2018_02_25_S00434_I0776,E6,6411,0.1798,0.3166,0.5679
1799,D2018_02_25_S00434_I0776,E6,2149,0.2078,0.3582,0.5801
1800,D2018_02_25_S00434_I0776,E6,1779,0.2103,0.3208,0.6555
1801,D2018_02_25_S00434_I0776,E6,8836,,0.5207,
1802,D2018_02_25_S00434_I0776,E6,8616,0.2011,0.3751,0.5361
1803,D2018_02_25_S00434_I0776,E6,1498,0.2012,0.3359,0.5990
1804,D2018_02_25_S00434_I0776,E6,7867,0.2497,0.3903,0.6398
1805,D2018_02_25_S00434_I0776,E6,9686,,0.5207,
1806,D2018_02_25_S00434_I0776,E6,9646,,0.5462,
1807,D2018_02_25_S00434_I0776,E6,9007,,0.6256,
1808,D2018_02_25_S00434_I0776,E6,3007,0.2208,0.3670,0.6016
1809,D2018_02_25_S00434_I0776,E6,4825,0.2065,0.3419,0.6040
1810,D2018_02_25_S00434_I0776,E6,7707,0.2848,0.4256,0.6692
1811,D2018_02_25_S00434_I0776,E6,7907,0.2448,0.4434,0.5521
1812,D2018_02_25_S00434_I0776,E6,6341,0.2017,0.3084,0.6540
1813,D2018_02_25_S00434_I0776,E6,1709,0.1875,0.3258,0.5755
1814,D2018_02_25_S00434_I0776,E6,7997,0.2647,0.3955,0.6693
1815,D2018_02_25_S00434_I0776,E6,4565,0.2102,0.3189,0.6591
1816,D2018_02_25_S00434_I0776,E6,5175,0.1960,0.3507,0.5589
1817,D2018_02_25_S00434_I0776,E6,5256,0.1990,0.3231,0.6159
1818,D2018_02_25_S00434_I0776,E6,7347,0.2681,0.3794,0.7066
1819,D2018_02_25_S00434_I0776,E6,3337,0.2222,0.3626,0.6128
1820,D2018_02_25_S00434_I0776,E6,2199,0.2001,0.3487,0.5738
1821,D2018_02_25_S00434_I0776,E6,9257,,0.4428,
1822,D2018_02_25_S00434_I0776,E6,3137,0.1961,0.3557,0.5513
1823,D2018_02_25_S00434_I0776,E6,3797,0.1777,0.3039,0.5847
1824,D2018_02_25_S00434_I0776,E6,2552,0.2080,0.3421,0.6080
1825,D2018_02_25_S00434_I0776,E6,1208,0.2114,0.3137,0.6739
1826,D2018_02_25_S00434_I0776,E6,9507,,0.5312,
1827,D2018_02_25_S00434_I0776,E6,1448,0.1978,0.3223,0.6137
1828,D2018_02_25_S00434_I0776,E6,3477,0.2290,0.3267,0.7009
1829,D2018_02_25_S00434_I0776,E6,5726,0.1800,0.3343,0.5384
1830,D2018_02_25_S00434_I0776,E6,9357,,0.5754,
