,Batch,ID,Time,Embryo,Zona,Ratio
4014,D2018_02_25_S00434_I0776,E7,7727,,,
4015,D2018_02_25_S00434_I0776,E7,6701,0.2344,0.3414,0.6866
4016,D2018_02_25_S00434_I0776,E7,9237,,,
4017,D2018_02_25_S00434_I0776,E7,9467,,,
4018,D2018_02_25_S00434_I0776,E7,2459,0.1702,0.2637,0.6454
4019,D2018_02_25_S00434_I0776,E7,5556,0.1975,0.3272,0.6036
4020,D2018_02_25_S00434_I0776,E7,8242,,,
4021,D2018_02_25_S00434_I0776,E7,6351,0.2335,0.3575,0.6531
4022,D2018_02_25_S00434_I0776,E7,5576,0.1934,0.2717,0.7118
4023,D2018_02_25_S00434_I0776,E7,6451,0.2323,0.3545,0.6553
4024,D2018_02_25_S00434_I0776,E7,6817,0.2318,0.2934,0.7900
4025,D2018_02_25_S00434_I0776,E7,7154,,,
4026,D2018_02_25_S00434_I0776,E7,8526,,,
4027,D2018_02_25_S00434_I0776,E7,9716,,,
4028,D2018_02_25_S00434_I0776,E7,6341,0.2225,0.3385,0.6573
4029,D2018_02_25_S00434_I0776,E7,6251,0.2204,0.3160,0.6975
4030,D2018_02_25_S00434_I0776,E7,4057,0.1981,0.2925,0.6773
4031,D2018_02_25_S00434_I0776,E7,4167,0.1839,0.3078,0.5975
4032,D2018_02_25_S00434_I0776,E7,4385,0.2199,0.3060,0.7186
4033,D2018_02_25_S00434_I0776,E7,2897,0.2085,0.2722,0.7660
4034,D2018_02_25_S00434_I0776,E7,8827,,,
4035,D2018_02_25_S00434_I0776,E7,6101,0.2166,0.3034,0.7139
4036,D2018_02_25_S00434_I0776,E7,3307,0.1924,0.2883,0.6674
4037,D2018_02_25_S00434_I0776,E7,7557,,,
4038,D2018_02_25_S00434_I0776,E7,7367,,,
4039,D2018_02_25_S00434_I0776,E7,8937,,,
4040,D2018_02_25_S00434_I0776,E7,3777,0.2223,0.3027,0.7344
4041,D2018_02_25_S00434_I0776,E7,1248,0.2007,0.2786,0.7204
4042,D2018_02_25_S00434_I0776,E7,9537,,,
4043,D2018_02_25_S00434_I0776,E7,5901,0.2162,0.3037,0.7119
4044,D2018_02_25_S00434_I0776,E7,6441,0.2369,0.3392,0.6984
4045,D2018_02_25_S00434_I0776,E7,3097,0.1951,0.2945,0.6625
4046,D2018_02_25_S00434_I0776,E7,8626,,,
4047,D2018_02_25_S00434_I0776,E7,5746,0.2056,0.2367,0.8686
4048,D2018_02_25_S00434_I0776,E7,2149,0.1939,0.3254,0.5959
4049,D2018_02_25_S00434_I0776,E7,7437,,,
4050,D2018_02_25_S00434_I0776,E7,8342,,,
4051,D2018_02_25_S00434_I0776,E7,1589,0.2005,0.2909,0.6892
4052,D2018_02_25_S00434_I0776,E7,6641,0.2548,0.3266,0.7802
4053,D2018_02_25_S00434_I0776,E7,5306,0.1694,0.3037,0.5578
4054,D2018_02_25_S00434_I0776,E7,4515,0.1808,0.2369,0.7632
4055,D2018_02_25_S00434_I0776,E7,7237,,,
4056,D2018_02_25_S00434_I0776,E7,3767,0.1877,0.2896,0.6481
4057,D2018_02_25_S00434_I0776,E7,2857,0.2028,0.2953,0.6868
4058,D2018_02_25_S00434_I0776,E7,9027,,,
4059,D2018_02_25_S00434_I0776,E7,7877,,,
4060,D2018_02_25_S00434_I0776,E7,3847,0.2022,0.3123,0.6475
4061,D2018_02_25_S00434_I0776,E7,7141,,,
4062,D2018_02_25_S00434_I0776,E7,6867,0.2630,0.2990,0.8796
4063,D2018_02_25_S00434_I0776,E7,6581,0.2261,0.3406,0.6638
4064,D2018_02_25_S00434_I0776,E7,7397,,,
4065,D2018_02_25_S00434_I0776,E7,7947,,,
4066,D2018_02_25_S00434_I0776,E7,7757,,,
4067,D2018_02_25_S00434_I0776,E7,9077,,,
4068,D2018_02_25_S00434_I0776,E7,3597,0.2233,0.2829,0.7893
4069,D2018_02_25_S00434_I0776,E7,4027,0.1908,0.2857,0.6678
4070,D2018_02_25_S00434_I0776,E7,9347,,,
4071,D2018_02_25_S00434_I0776,E7,6531,0.2417,0.3561,0.6787
4072,D2018_02_25_S00434_I0776,E7,3267,0.1976,0.3003,0.6580
4073,D2018_02_25_S00434_I0776,E7,3507,0.2035,0.3058,0.6655
4074,D2018_02_25_S00434_I0776,E7,8302,,,
4075,D2018_02_25_S00434_I0776,E7,3567,0.2320,0.2926,0.7929
4076,D2018_02_25_S00434_I0776,E7,4037,0.1973,0.2485,0.7940
4077,D2018_02_25_S00434_I0776,E7,1989,0.2049,0.3214,0.6375
4078,D2018_02_25_S00434_I0776,E7,2937,0.1877,0.3013,0.6230
4079,D2018_02_25_S00434_I0776,E7,6331,0.2345,0.2476,0.9471
4080,D2018_02_25_S00434_I0776,E7,3787,0.1842,0.2901,0.6350
4081,D2018_02_25_S00434_I0776,E7,6211,0.2353,0.3094,0.7605
4082,D2018_02_25_S00434_I0776,E7,1599,0.1882,0.2709,0.6947
4083,D2018_02_25_S00434_I0776,E7,2079,0.1804,0.3082,0.5853
4084,D2018_02_25_S00434_I0776,E7,8117,,,
4085,D2018_02_25_S00434_I0776,E7,4047,0.1901,0.3040,0.6253
4086,D2018_02_25_S00434_I0776,E7,3127,0.1896,0.3087,0.6142
4087,D2018_02_25_S00434_I0776,E7,5981,0.1970,0.2886,0.6826
4088,D2018_02_25_S00434_I0776,E7,8486,,,
4089,D2018_02_25_S00434_I0776,E7,6401,0.2373,0.3572,0.6643
4090,D2018_02_25_S00434_I0776,E7,5786,0.2236,0.2417,0.9251
4091,D2018_02_25_S00434_I0776,E7,3227,0.2062,0.2980,0.6919
4092,D2018_02_25_S00434_I0776,E7,1078,0.1986,0.2848,0.6973
4093,D2018_02_25_S00434_I0776,E7,2827,0.1969,0.2862,0.6880
4094,D2018_02_25_S00434_I0776,E7,8017,,,
4095,D2018_02_25_S00434_I0776,E7,4655,0.2217,0.2988,0.7420
4096,D2018_02_25_S00434_I0776,E7,4475,0.2002,0.2967,0.6748
4097,D2018_02_25_S00434_I0776,E7,1559,0.1843,0.2749,0.6704
4098,D2018_02_25_S00434_I0776,E7,5891,0.2119,0.2548,0.8316
4099,D2018_02_25_S00434_I0776,E7,5706,0.2035,0.2302,0.8840
4100,D2018_02_25_S00434_I0776,E7,4896,0.1888,0.2743,0.6883
4101,D2018_02_25_S00434_I0776,E7,3827,0.1967,0.2870,0.6854
4102,D2018_02_25_S00434_I0776,E7,5246,0.1895,0.2473,0.7663
4103,D2018_02_25_S00434_I0776,E7,9676,,,
4104,D2018_02_25_S00434_I0776,E7,8576,,,
4105,D2018_02_25_S00434_I0776,E7,6141,0.2180,0.3029,0.7197
4106,D2018_02_25_S00434_I0776,E7,2622,0.2154,0.2825,0.7625
4107,D2018_02_25_S00434_I0776,E7,7787,,,
4108,D2018_02_25_S00434_I0776,E7,5316,0.1847,0.2945,0.6272
4109,D2018_02_25_S00434_I0776,E7,9197,,,
4110,D2018_02_25_S00434_I0776,E7,1619,0.1938,0.2796,0.6931
4111,D2018_02_25_S00434_I0776,E7,4097,0.1715,0.3009,0.5700
4112,D2018_02_25_S00434_I0776,E7,2409,0.1809,0.2492,0.7259
4113,D2018_02_25_S00434_I0776,E7,5106,0.1864,0.2348,0.7939
4114,D2018_02_25_S00434_I0776,E7,7987,,,
4115,D2018_02_25_S00434_I0776,E7,6621,0.2363,0.3128,0.7554
4116,D2018_02_25_S00434_I0776,E7,5076,0.1799,0.3040,0.5918
4117,D2018_02_25_S00434_I0776,E7,9487,,,
4118,D2018_02_25_S00434_I0776,E7,1749,0.1990,0.2392,0.8319
4119,D2018_02_25_S00434_I0776,E7,7617,,,
4120,D2018_02_25_S00434_I0776,E7,7767,,,
4121,D2018_02_25_S00434_I0776,E7,3797,0.1876,0.2775,0.6760
4122,D2018_02_25_S00434_I0776,E7,5596,0.1939,0.3049,0.6359
4123,D2018_02_25_S00434_I0776,E7,7427,,,
4124,D2018_02_25_S00434_I0776,E7,6691,0.2426,0.3507,0.6918
4125,D2018_02_25_S00434_I0776,E7,2757,0.1927,0.2867,0.6721
4126,D2018_02_25_S00434_I0776,E7,4465,0.1896,0.3123,0.6071
4127,D2018_02_25_S00434_I0776,E7,7377,,,
4128,D2018_02_25_S00434_I0776,E7,5881,0.2165,0.2992,0.7236
4129,D2018_02_25_S00434_I0776,E7,8907,,,
4130,D2018_02_25_S00434_I0776,E7,3627,0.2066,0.2706,0.7635
4131,D2018_02_25_S00434_I0776,E7,5776,0.2019,0.2392,0.8441
4132,D2018_02_25_S00434_I0776,E7,4495,0.1817,0.3039,0.5979
4133,D2018_02_25_S00434_I0776,E7,9547,,,
4134,D2018_02_25_S00434_I0776,E7,8476,,,
4135,D2018_02_25_S00434_I0776,E7,1529,0.1934,0.2884,0.6706
4136,D2018_02_25_S00434_I0776,E7,5326,0.1864,0.2451,0.7605
4137,D2018_02_25_S00434_I0776,E7,7867,,,
4138,D2018_02_25_S00434_I0776,E7,9397,,,
4139,D2018_02_25_S00434_I0776,E7,5586,0.1862,0.3027,0.6151
4140,D2018_02_25_S00434_I0776,E7,4455,0.1854,0.3015,0.6149
4141,D2018_02_25_S00434_I0776,E7,7907,,,
4142,D2018_02_25_S00434_I0776,E7,1399,0.1685,0.2812,0.5992
4143,D2018_02_25_S00434_I0776,E7,9307,,,
4144,D2018_02_25_S00434_I0776,E7,6111,0.2271,0.3279,0.6926
4145,D2018_02_25_S00434_I0776,E7,7176,,,
4146,D2018_02_25_S00434_I0776,E7,4735,0.1987,0.3035,0.6547
4147,D2018_02_25_S00434_I0776,E7,1539,0.1856,0.2860,0.6490
4148,D2018_02_25_S00434_I0776,E7,7927,,,
4149,D2018_02_25_S00434_I0776,E7,7477,,,
4150,D2018_02_25_S00434_I0776,E7,8997,,,
4151,D2018_02_25_S00434_I0776,E7,7677,,,
4152,D2018_02_25_S00434_I0776,E7,7517,,,
4153,D2018_02_25_S00434_I0776,E7,2349,0.1934,0.2600,0.7438
4154,D2018_02_25_S00434_I0776,E7,4665,0.2087,0.3257,0.6408
4155,D2018_02_25_S00434_I0776,E7,1699,0.1837,0.2804,0.6551
4156,D2018_02_25_S00434_I0776,E7,1909,0.2131,0.2787,0.7646
4157,D2018_02_25_S00434_I0776,E7,6754,0.2294,0.3203,0.7162
4158,D2018_02_25_S00434_I0776,E7,4745,0.2069,0.2837,0.7293
4159,D2018_02_25_S00434_I0776,E7,5911,0.2188,0.3214,0.6808
4160,D2018_02_25_S00434_I0776,E7,9387,,,
4161,D2018_02_25_S00434_I0776,E7,4816,0.1927,0.3016,0.6389
4162,D2018_02_25_S00434_I0776,E7,5666,0.1989,0.2549,0.7803
4163,D2018_02_25_S00434_I0776,E7,5046,0.2065,0.2779,0.7431
4164,D2018_02_25_S00434_I0776,E7,5086,0.1798,0.3007,0.5979
4165,D2018_02_25_S00434_I0776,E7,2582,0.2183,0.2823,0.7733
4166,D2018_02_25_S00434_I0776,E7,5426,0.1821,0.2912,0.6253
4167,D2018_02_25_S00434_I0776,E7,2059,0.1726,0.3203,0.5389
4168,D2018_02_25_S00434_I0776,E7,1799,0.1948,0.2911,0.6692
4169,D2018_02_25_S00434_I0776,E7,4976,0.1908,0.2930,0.6512
4170,D2018_02_25_S00434_I0776,E7,4926,0.1896,0.2569,0.7380
4171,D2018_02_25_S00434_I0776,E7,2499,0.1992,0.3030,0.6574
4172,D2018_02_25_S00434_I0776,E7,7061,,,
4173,D2018_02_25_S00434_I0776,E7,1068,0.1731,0.2771,0.6247
4174,D2018_02_25_S00434_I0776,E7,6611,0.2373,0.3659,0.6485
4175,D2018_02_25_S00434_I0776,E7,4635,0.1984,0.3263,0.6080
4176,D2018_02_25_S00434_I0776,E7,2049,0.1838,0.2451,0.7499
4177,D2018_02_25_S00434_I0776,E7,7577,,,
4178,D2018_02_25_S00434_I0776,E7,3607,0.1898,0.2592,0.7323
4179,D2018_02_25_S00434_I0776,E7,2927,0.2103,0.3140,0.6697
4180,D2018_02_25_S00434_I0776,E7,3977,0.1963,0.2946,0.6663
4181,D2018_02_25_S00434_I0776,E7,3357,0.2004,0.2936,0.6826
4182,D2018_02_25_S00434_I0776,E7,1109,0.1814,0.2828,0.6414
4183,D2018_02_25_S00434_I0776,E7,7417,,,
4184,D2018_02_25_S00434_I0776,E7,8087,,,
4185,D2018_02_25_S00434_I0776,E7,2369,0.1890,0.2991,0.6319
4186,D2018_02_25_S00434_I0776,E7,6661,0.2214,0.3319,0.6671
4187,D2018_02_25_S00434_I0776,E7,1779,0.1857,0.2920,0.6360
4188,D2018_02_25_S00434_I0776,E7,6321,0.2051,0.3149,0.6513
4189,D2018_02_25_S00434_I0776,E7,1258,0.2045,0.2821,0.7249
4190,D2018_02_25_S00434_I0776,E7,5396,0.1784,0.2983,0.5981
4191,D2018_02_25_S00434_I0776,E7,6411,0.2856,0.3485,0.8195
4192,D2018_02_25_S00434_I0776,E7,1449,0.1835,0.2760,0.6649
4193,D2018_02_25_S00434_I0776,E7,3337,0.1939,0.2850,0.6804
4194,D2018_02_25_S00434_I0776,E7,8412,,,
4195,D2018_02_25_S00434_I0776,E7,2663,0.2324,0.2894,0.8030
4196,D2018_02_25_S00434_I0776,E7,6051,0.1962,0.2946,0.6660
4197,D2018_02_25_S00434_I0776,E7,9097,,,
4198,D2018_02_25_S00434_I0776,E7,5226,0.1871,0.2943,0.6357
4199,D2018_02_25_S00434_I0776,E7,7807,,,
4200,D2018_02_25_S00434_I0776,E7,3237,0.2044,0.3214,0.6360
4201,D2018_02_25_S00434_I0776,E7,7667,,,
4202,D2018_02_25_S00434_I0776,E7,2797,0.1895,0.2680,0.7071
4203,D2018_02_25_S00434_I0776,E7,1629,0.1857,0.2835,0.6550
4204,D2018_02_25_S00434_I0776,E7,1839,0.1907,0.2975,0.6410
4205,D2018_02_25_S00434_I0776,E7,4345,0.2006,0.3205,0.6259
4206,D2018_02_25_S00434_I0776,E7,4335,0.1918,0.3014,0.6364
4207,D2018_02_25_S00434_I0776,E7,6151,0.2064,0.3161,0.6530
4208,D2018_02_25_S00434_I0776,E7,2399,0.1662,0.2533,0.6561
4209,D2018_02_25_S00434_I0776,E7,9137,,,
4210,D2018_02_25_S00434_I0776,E7,2279,0.1696,0.3185,0.5325
4211,D2018_02_25_S00434_I0776,E7,1859,0.1873,0.3029,0.6184
4212,D2018_02_25_S00434_I0776,E7,2837,0.1928,0.3049,0.6323
4213,D2018_02_25_S00434_I0776,E7,1158,0.1829,0.2796,0.6541
4214,D2018_02_25_S00434_I0776,E7,8957,,,
4215,D2018_02_25_S00434_I0776,E7,5696,0.2033,0.2377,0.8553
4216,D2018_02_25_S00434_I0776,E7,6787,0.2475,0.3867,0.6400
4217,D2018_02_25_S00434_I0776,E7,8427,,,
4218,D2018_02_25_S00434_I0776,E7,6011,0.1908,0.3049,0.6258
4219,D2018_02_25_S00434_I0776,E7,7547,,,
4220,D2018_02_25_S00434_I0776,E7,6431,0.2273,0.3089,0.7358
4221,D2018_02_25_S00434_I0776,E7,2867,0.2137,0.2599,0.8222
4222,D2018_02_25_S00434_I0776,E7,4856,0.1912,0.2463,0.7763
4223,D2018_02_25_S00434_I0776,E7,4615,0.1906,0.3295,0.5785
4224,D2018_02_25_S00434_I0776,E7,1389,0.1872,0.2892,0.6473
4225,D2018_02_25_S00434_I0776,E7,8392,,,
4226,D2018_02_25_S00434_I0776,E7,4625,0.1920,0.3083,0.6228
4227,D2018_02_25_S00434_I0776,E7,8967,,,
4228,D2018_02_25_S00434_I0776,E7,6968,0.2332,0.3246,0.7184
4229,D2018_02_25_S00434_I0776,E7,6481,0.2421,0.3481,0.6955
4230,D2018_02_25_S00434_I0776,E7,6041,0.1932,0.3084,0.6265
4231,D2018_02_25_S00434_I0776,E7,8736,,,
4232,D2018_02_25_S00434_I0776,E7,3757,0.2003,0.2889,0.6933
4233,D2018_02_25_S00434_I0776,E7,4117,0.1827,0.2916,0.6265
4234,D2018_02_25_S00434_I0776,E7,3707,0.1927,0.2732,0.7053
4235,D2018_02_25_S00434_I0776,E7,1569,0.1967,0.2749,0.7155
4236,D2018_02_25_S00434_I0776,E7,4726,0.2081,0.2988,0.6965
4237,D2018_02_25_S00434_I0776,E7,8917,,,
4238,D2018_02_25_S00434_I0776,E7,1369,0.1827,0.2789,0.6551
4239,D2018_02_25_S00434_I0776,E7,6778,0.2554,0.3257,0.7842
4240,D2018_02_25_S00434_I0776,E7,5526,0.2044,0.2977,0.6866
4241,D2018_02_25_S00434_I0776,E7,4715,0.2223,0.2949,0.7538
4242,D2018_02_25_S00434_I0776,E7,1659,0.1833,0.2949,0.6216
4243,D2018_02_25_S00434_I0776,E7,7977,,,
4244,D2018_02_25_S00434_I0776,E7,2419,0.1600,0.2413,0.6631
4245,D2018_02_25_S00434_I0776,E7,2552,0.2248,0.3386,0.6639
4246,D2018_02_25_S00434_I0776,E7,5006,0.1876,0.2820,0.6652
4247,D2018_02_25_S00434_I0776,E7,8372,,,
4248,D2018_02_25_S00434_I0776,E7,8716,,,
4249,D2018_02_25_S00434_I0776,E7,6061,0.1992,0.2951,0.6750
4250,D2018_02_25_S00434_I0776,E7,5336,0.1775,0.2990,0.5936
4251,D2018_02_25_S00434_I0776,E7,8977,,,
4252,D2018_02_25_S00434_I0776,E7,6171,0.2009,0.2953,0.6803
4253,D2018_02_25_S00434_I0776,E7,9646,,,
4254,D2018_02_25_S00434_I0776,E7,3867,0.2030,0.2951,0.6879
4255,D2018_02_25_S00434_I0776,E7,3837,0.2082,0.2922,0.7125
4256,D2018_02_25_S00434_I0776,E7,6511,0.2233,0.3589,0.6222
4257,D2018_02_25_S00434_I0776,E7,1178,0.1850,0.2688,0.6882
4258,D2018_02_25_S00434_I0776,E7,8272,,,
4259,D2018_02_25_S00434_I0776,E7,6988,,0.3791,
4260,D2018_02_25_S00434_I0776,E7,7081,,,
4261,D2018_02_25_S00434_I0776,E7,6311,0.2306,0.3267,0.7058
4262,D2018_02_25_S00434_I0776,E7,4936,0.1843,0.2764,0.6668
4263,D2018_02_25_S00434_I0776,E7,3687,0.1995,0.2772,0.7197
4264,D2018_02_25_S00434_I0776,E7,7457,,,
4265,D2018_02_25_S00434_I0776,E7,3657,0.2103,0.2794,0.7527
4266,D2018_02_25_S00434_I0776,E7,3547,0.2256,0.2491,0.9057
4267,D2018_02_25_S00434_I0776,E7,7797,,,
4268,D2018_02_25_S00434_I0776,E7,3187,0.1922,0.3095,0.6210
4269,D2018_02_25_S00434_I0776,E7,6081,0.2019,0.3049,0.6622
4270,D2018_02_25_S00434_I0776,E7,6161,0.2147,0.3297,0.6512
4271,D2018_02_25_S00434_I0776,E7,8706,,,
4272,D2018_02_25_S00434_I0776,E7,3217,0.2069,0.3077,0.6724
4273,D2018_02_25_S00434_I0776,E7,2817,0.2005,0.2903,0.6907
4274,D2018_02_25_S00434_I0776,E7,7407,,,
4275,D2018_02_25_S00434_I0776,E7,8402,,,
4276,D2018_02_25_S00434_I0776,E7,1889,0.1901,0.2966,0.6409
4277,D2018_02_25_S00434_I0776,E7,2787,0.1855,0.3373,0.5500
4278,D2018_02_25_S00434_I0776,E7,6837,0.2422,0.3387,0.7151
4279,D2018_02_25_S00434_I0776,E7,2673,0.2148,0.2800,0.7671
4280,D2018_02_25_S00434_I0776,E7,1439,0.1988,0.2833,0.7017
4281,D2018_02_25_S00434_I0776,E7,8837,,,
4282,D2018_02_25_S00434_I0776,E7,8686,,,
4283,D2018_02_25_S00434_I0776,E7,3637,0.2132,0.2757,0.7733
4284,D2018_02_25_S00434_I0776,E7,6918,0.2443,0.3214,0.7601
4285,D2018_02_25_S00434_I0776,E2,3076,0.1726,0.3249,0.5312
4286,D2018_02_25_S00434_I0776,E2,8976,0.1996,0.4575,0.4363
4287,D2018_02_25_S00434_I0776,E2,7316,0.2324,0.3856,0.6027
4288,D2018_02_25_S00434_I0776,E2,4755,0.2010,0.3524,0.5704
4289,D2018_02_25_S00434_I0776,E2,7456,0.2390,0.3971,0.6019
4290,D2018_02_25_S00434_I0776,E2,8746,0.2444,0.4495,0.5437
4291,D2018_02_25_S00434_I0776,E2,4464,0.2107,0.3283,0.6418
4292,D2018_02_25_S00434_I0776,E2,6775,0.1877,0.3309,0.5672
4293,D2018_02_25_S00434_I0776,E2,5235,0.2063,0.3597,0.5735
4294,D2018_02_25_S00434_I0776,E2,6460,0.2136,0.3546,0.6024
4295,D2018_02_25_S00434_I0776,E2,7546,0.2347,0.3564,0.6585
4296,D2018_02_25_S00434_I0776,E2,5425,0.2088,0.3260,0.6405
4297,D2018_02_25_S00434_I0776,E2,9366,0.2393,0.3368,0.7105
4298,D2018_02_25_S00434_I0776,E2,3256,0.1784,0.2936,0.6076
4299,D2018_02_25_S00434_I0776,E2,2008,0.1857,0.3309,0.5612
4300,D2018_02_25_S00434_I0776,E2,1078,0.1748,0.3167,0.5519
4301,D2018_02_25_S00434_I0776,E2,7656,,0.5288,
4302,D2018_02_25_S00434_I0776,E2,8685,0.2665,0.3616,0.7370
4303,D2018_02_25_S00434_I0776,E2,9266,,0.4073,
4304,D2018_02_25_S00434_I0776,E2,1718,0.1664,0.3653,0.4555
4305,D2018_02_25_S00434_I0776,E2,4167,0.2062,0.3243,0.6358
4306,D2018_02_25_S00434_I0776,E2,8635,,0.3911,
4307,D2018_02_25_S00434_I0776,E2,3676,0.2177,0.3508,0.6206
4308,D2018_02_25_S00434_I0776,E2,6701,0.2017,0.3059,0.6594
4309,D2018_02_25_S00434_I0776,E2,1628,0.1956,0.3358,0.5825
4310,D2018_02_25_S00434_I0776,E2,6340,0.2146,0.3456,0.6209
4311,D2018_02_25_S00434_I0776,E2,1648,0.1869,0.3348,0.5582
4312,D2018_02_25_S00434_I0776,E2,1578,0.1753,0.3397,0.5160
4313,D2018_02_25_S00434_I0776,E2,3066,0.1719,0.3167,0.5428
4314,D2018_02_25_S00434_I0776,E2,2258,0.2237,0.3555,0.6293
4315,D2018_02_25_S00434_I0776,E2,4925,0.2067,0.3349,0.6172
4316,D2018_02_25_S00434_I0776,E2,3976,0.1568,0.2944,0.5326
4317,D2018_02_25_S00434_I0776,E2,8716,0.2743,0.4334,0.6329
4318,D2018_02_25_S00434_I0776,E2,2632,0.1942,0.3063,0.6340
4319,D2018_02_25_S00434_I0776,E2,1098,0.1652,0.3309,0.4992
4320,D2018_02_25_S00434_I0776,E2,7576,,0.4553,
4321,D2018_02_25_S00434_I0776,E2,3696,0.2083,0.3480,0.5986
4322,D2018_02_25_S00434_I0776,E2,7256,0.2631,0.3835,0.6860
4323,D2018_02_25_S00434_I0776,E2,8077,0.2718,0.4793,0.5671
4324,D2018_02_25_S00434_I0776,E2,5665,0.1915,0.3484,0.5497
4325,D2018_02_25_S00434_I0776,E2,2038,0.1827,0.3194,0.5720
4326,D2018_02_25_S00434_I0776,E2,1358,0.1684,0.3466,0.4859
4327,D2018_02_25_S00434_I0776,E2,4955,0.2185,0.3535,0.6181
4328,D2018_02_25_S00434_I0776,E2,4585,0.1968,0.3462,0.5685
4329,D2018_02_25_S00434_I0776,E2,5545,0.1719,0.3261,0.5271
4330,D2018_02_25_S00434_I0776,E2,2906,0.1787,0.3118,0.5731
4331,D2018_02_25_S00434_I0776,E2,7406,0.2478,0.4016,0.6170
4332,D2018_02_25_S00434_I0776,E2,4535,0.2442,0.3197,0.7638
4333,D2018_02_25_S00434_I0776,E2,9436,0.2263,0.3533,0.6405
4334,D2018_02_25_S00434_I0776,E2,1418,0.1859,0.3588,0.5181
4335,D2018_02_25_S00434_I0776,E2,7726,,0.4291,
4336,D2018_02_25_S00434_I0776,E2,4665,0.2275,0.3722,0.6112
4337,D2018_02_25_S00434_I0776,E2,2541,0.2063,0.3132,0.6587
4338,D2018_02_25_S00434_I0776,E2,2498,0.1731,0.3056,0.5664
4339,D2018_02_25_S00434_I0776,E2,9156,,0.4742,
4340,D2018_02_25_S00434_I0776,E2,7286,0.2369,0.3447,0.6873
4341,D2018_02_25_S00434_I0776,E2,5395,0.2029,0.3483,0.5825
4342,D2018_02_25_S00434_I0776,E2,5165,0.1859,0.3567,0.5212
4343,D2018_02_25_S00434_I0776,E2,3376,0.1695,0.3229,0.5249
4344,D2018_02_25_S00434_I0776,E2,7040,0.2291,0.3382,0.6774
4345,D2018_02_25_S00434_I0776,E2,4197,0.1682,0.3134,0.5367
4346,D2018_02_25_S00434_I0776,E2,9196,,0.4246,
4347,D2018_02_25_S00434_I0776,E2,7746,,0.4591,
4348,D2018_02_25_S00434_I0776,E2,3766,0.1644,0.3200,0.5137
4349,D2018_02_25_S00434_I0776,E2,4394,0.1881,0.3160,0.5953
4350,D2018_02_25_S00434_I0776,E2,2208,0.2017,0.2997,0.6730
4351,D2018_02_25_S00434_I0776,E2,3316,0.1844,0.3227,0.5714
4352,D2018_02_25_S00434_I0776,E2,4364,0.2063,0.3445,0.5988
4353,D2018_02_25_S00434_I0776,E2,6060,0.2089,0.3547,0.5889
4354,D2018_02_25_S00434_I0776,E2,1398,0.1868,0.3448,0.5418
4355,D2018_02_25_S00434_I0776,E2,5415,0.1918,0.3353,0.5720
4356,D2018_02_25_S00434_I0776,E2,3116,0.1790,0.2969,0.6029
4357,D2018_02_25_S00434_I0776,E2,1948,0.1838,0.3285,0.5595
4358,D2018_02_25_S00434_I0776,E2,2188,0.1850,0.3174,0.5829
4359,D2018_02_25_S00434_I0776,E2,3296,0.1770,0.3204,0.5524
4360,D2018_02_25_S00434_I0776,E2,1758,0.1881,0.3432,0.5481
4361,D2018_02_25_S00434_I0776,E2,8401,,0.5163,
4362,D2018_02_25_S00434_I0776,E2,3776,0.1653,0.3152,0.5244
4363,D2018_02_25_S00434_I0776,E2,1778,0.1814,0.3518,0.5156
4364,D2018_02_25_S00434_I0776,E2,4087,0.2139,0.3191,0.6703
4365,D2018_02_25_S00434_I0776,E2,9056,0.2406,0.3766,0.6389
4366,D2018_02_25_S00434_I0776,E2,4855,0.1952,0.3178,0.6142
4367,D2018_02_25_S00434_I0776,E2,8361,,0.4852,
4368,D2018_02_25_S00434_I0776,E2,9286,,0.3392,
4369,D2018_02_25_S00434_I0776,E2,9226,,0.4476,
4370,D2018_02_25_S00434_I0776,E2,2108,0.1876,0.3199,0.5864
4371,D2018_02_25_S00434_I0776,E2,8936,0.2514,0.3896,0.6453
4372,D2018_02_25_S00434_I0776,E2,2936,0.1853,0.3315,0.5590
4373,D2018_02_25_S00434_I0776,E2,3576,0.1793,0.3140,0.5710
4374,D2018_02_25_S00434_I0776,E2,3096,0.1896,0.3201,0.5923
4375,D2018_02_25_S00434_I0776,E2,3786,0.1769,0.3289,0.5379
4376,D2018_02_25_S00434_I0776,E2,4495,0.2000,0.3139,0.6371
4377,D2018_02_25_S00434_I0776,E2,6937,0.2257,0.3492,0.6463
4378,D2018_02_25_S00434_I0776,E2,6580,0.1895,0.3774,0.5021
4379,D2018_02_25_S00434_I0776,E2,8231,0.2382,0.4779,0.4984
4380,D2018_02_25_S00434_I0776,E2,3846,0.1841,0.3732,0.4933
4381,D2018_02_25_S00434_I0776,E2,7906,,0.4247,
4382,D2018_02_25_S00434_I0776,E2,9176,0.2407,0.4294,0.5605
4383,D2018_02_25_S00434_I0776,E2,8177,,0.6507,
4384,D2018_02_25_S00434_I0776,E2,1448,0.1742,0.3207,0.5432
4385,D2018_02_25_S00434_I0776,E2,4454,0.1741,0.2927,0.5948
4386,D2018_02_25_S00434_I0776,E2,8555,,0.4081,
4387,D2018_02_25_S00434_I0776,E2,1798,0.1576,0.3421,0.4607
4388,D2018_02_25_S00434_I0776,E2,9715,0.2618,0.3772,0.6941
4389,D2018_02_25_S00434_I0776,E2,4374,0.1735,0.3250,0.5338
4390,D2018_02_25_S00434_I0776,E2,4117,0.1981,0.3142,0.6305
