,Batch,ID,Time,Class,Confidence,Size
145,D2018_02_25_S00434_I0776,E4,5745,zona,1.0000,0.3173
146,D2018_02_25_S00434_I0776,E4,5235,zona,0.9993,0.3143
147,D2018_02_25_S00434_I0776,E4,5515,zona,1.0000,0.3245
148,D2018_02_25_S00434_I0776,E4,1998,zona,0.9990,0.2842
149,D2018_02_25_S00434_I0776,E4,1998,embryo,0.6929,0.2073
150,D2018_02_25_S00434_I0776,E4,5675,zona,1.0000,0.3223
151,D2018_02_25_S00434_I0776,E4,5675,embryo,0.7072,0.2271
152,D2018_02_25_S00434_I0776,E4,6351,zona,0.9999,0.3506
153,D2018_02_25_S00434_I0776,E4,6351,embryo,0.9994,0.2310
154,D2018_02_25_S00434_I0776,E4,4365,zona,0.9993,0.3724
155,D2018_02_25_S00434_I0776,E4,4365,embryo,0.7075,0.2072
156,D2018_02_25_S00434_I0776,E4,4067,zona,0.9987,0.2884
157,D2018_02_25_S00434_I0776,E4,1368,zona,0.9999,0.2928
158,D2018_02_25_S00434_I0776,E4,1268,zona,0.9999,0.2993
159,D2018_02_25_S00434_I0776,E4,3567,zona,0.9997,0.3045
160,D2018_02_25_S00434_I0776,E4,3567,embryo,0.5947,0.2006
161,D2018_02_25_S00434_I0776,E4,5115,zona,0.9998,0.3149
162,D2018_02_25_S00434_I0776,E4,5115,embryo,0.9502,0.1858
163,D2018_02_25_S00434_I0776,E4,5980,zona,1.0000,0.3181
164,D2018_02_25_S00434_I0776,E4,2936,zona,0.9999,0.3071
165,D2018_02_25_S00434_I0776,E4,1478,zona,0.9997,0.2890
166,D2018_02_25_S00434_I0776,E4,6611,zona,0.9995,0.4082
167,D2018_02_25_S00434_I0776,E4,6611,embryo,0.9617,0.2744
168,D2018_02_25_S00434_I0776,E4,3827,zona,0.9992,0.4019
169,D2018_02_25_S00434_I0776,E4,1858,zona,0.9995,0.2960
170,D2018_02_25_S00434_I0776,E4,4505,zona,1.0000,0.2997
171,D2018_02_25_S00434_I0776,E4,2896,zona,1.0000,0.3077
172,D2018_02_25_S00434_I0776,E4,2896,embryo,0.8715,0.1907
173,D2018_02_25_S00434_I0776,E4,3897,zona,0.9988,0.3934
174,D2018_02_25_S00434_I0776,E4,3897,embryo,0.8499,0.2179
175,D2018_02_25_S00434_I0776,E4,1618,zona,0.9987,0.2835
176,D2018_02_25_S00434_I0776,E4,5615,zona,1.0000,0.3181
177,D2018_02_25_S00434_I0776,E4,3647,zona,0.9998,0.3063
178,D2018_02_25_S00434_I0776,E4,1598,zona,0.9998,0.2920
179,D2018_02_25_S00434_I0776,E4,4157,zona,0.9999,0.3163
180,D2018_02_25_S00434_I0776,E4,4157,embryo,0.8670,0.1837
181,D2018_02_25_S00434_I0776,E4,5415,zona,1.0000,0.3092
182,D2018_02_25_S00434_I0776,E4,2726,zona,1.0000,0.2989
183,D2018_02_25_S00434_I0776,E4,2726,embryo,0.8101,0.2024
184,D2018_02_25_S00434_I0776,E4,2489,zona,0.9982,0.2776
185,D2018_02_25_S00434_I0776,E4,2489,embryo,0.5237,0.2240
186,D2018_02_25_S00434_I0776,E4,6130,zona,0.9986,0.3852
187,D2018_02_25_S00434_I0776,E4,6130,embryo,0.9555,0.1893
188,D2018_02_25_S00434_I0776,E4,2806,zona,0.9998,0.2927
189,D2018_02_25_S00434_I0776,E4,2806,embryo,0.5822,0.2215
190,D2018_02_25_S00434_I0776,E4,2602,zona,0.9992,0.4002
191,D2018_02_25_S00434_I0776,E4,2602,embryo,0.9626,0.1978
192,D2018_02_25_S00434_I0776,E4,1428,zona,0.9999,0.2916
193,D2018_02_25_S00434_I0776,E4,6541,zona,0.9995,0.3588
194,D2018_02_25_S00434_I0776,E4,6541,embryo,0.9690,0.2720
195,D2018_02_25_S00434_I0776,E4,2521,zona,0.9993,0.2891
196,D2018_02_25_S00434_I0776,E4,2349,zona,0.9970,0.2810
197,D2018_02_25_S00434_I0776,E4,6251,zona,0.9999,0.3393
198,D2018_02_25_S00434_I0776,E4,6251,embryo,0.9998,0.2095
199,D2018_02_25_S00434_I0776,E4,3837,zona,0.9992,0.2961
200,D2018_02_25_S00434_I0776,E4,3837,embryo,0.6948,0.2019
201,D2018_02_25_S00434_I0776,E4,2766,zona,0.9987,0.3917
202,D2018_02_25_S00434_I0776,E4,2766,embryo,0.5693,0.2261
203,D2018_02_25_S00434_I0776,E4,3166,zona,0.9990,0.2916
204,D2018_02_25_S00434_I0776,E4,1308,zona,1.0000,0.3001
205,D2018_02_25_S00434_I0776,E4,1308,embryo,0.5380,0.2228
206,D2018_02_25_S00434_I0776,E4,5585,zona,1.0000,0.3104
207,D2018_02_25_S00434_I0776,E4,5265,zona,0.9991,0.3019
208,D2018_02_25_S00434_I0776,E4,6571,zona,0.9989,0.4116
209,D2018_02_25_S00434_I0776,E4,6571,embryo,0.7080,0.2336
210,D2018_02_25_S00434_I0776,E4,3416,zona,0.9998,0.3075
211,D2018_02_25_S00434_I0776,E4,3416,embryo,0.8125,0.2241
212,D2018_02_25_S00434_I0776,E4,1358,zona,0.9998,0.2957
213,D2018_02_25_S00434_I0776,E4,4375,zona,0.9982,0.3935
214,D2018_02_25_S00434_I0776,E4,4375,embryo,0.6585,0.2296
215,D2018_02_25_S00434_I0776,E4,6731,zona,0.9958,0.4641
216,D2018_02_25_S00434_I0776,E4,6731,embryo,0.5709,0.2433
217,D2018_02_25_S00434_I0776,E4,4775,zona,0.9978,0.3789
218,D2018_02_25_S00434_I0776,E4,4745,zona,0.9965,0.3880
219,D2018_02_25_S00434_I0776,E4,3186,zona,0.9990,0.3789
220,D2018_02_25_S00434_I0776,E4,3186,embryo,0.6831,0.2282
221,D2018_02_25_S00434_I0776,E4,6231,embryo,0.9998,0.2121
222,D2018_02_25_S00434_I0776,E4,6231,zona,0.9998,0.3314
223,D2018_02_25_S00434_I0776,E4,5155,zona,0.9990,0.3677
224,D2018_02_25_S00434_I0776,E4,5155,embryo,0.9636,0.1971
225,D2018_02_25_S00434_I0776,E4,1408,zona,0.9998,0.2922
226,D2018_02_25_S00434_I0776,E4,6171,zona,0.9996,0.3843
227,D2018_02_25_S00434_I0776,E4,6171,embryo,0.9907,0.2167
228,D2018_02_25_S00434_I0776,E4,6601,zona,0.9997,0.3855
229,D2018_02_25_S00434_I0776,E4,6601,embryo,0.9986,0.2838
230,D2018_02_25_S00434_I0776,E4,3016,zona,0.9985,0.3838
231,D2018_02_25_S00434_I0776,E4,1108,zona,0.9997,0.2862
232,D2018_02_25_S00434_I0776,E4,4895,zona,0.9996,0.3059
233,D2018_02_25_S00434_I0776,E4,3657,zona,0.9989,0.4003
234,D2018_02_25_S00434_I0776,E4,3657,embryo,0.9803,0.1832
235,D2018_02_25_S00434_I0776,E4,5245,zona,0.9995,0.3167
236,D2018_02_25_S00434_I0776,E4,5245,embryo,0.6058,0.2044
237,D2018_02_25_S00434_I0776,E4,5005,zona,0.9991,0.3515
238,D2018_02_25_S00434_I0776,E4,5005,embryo,0.9777,0.2266
239,D2018_02_25_S00434_I0776,E4,1648,zona,0.9998,0.2959
240,D2018_02_25_S00434_I0776,E4,4097,zona,0.9980,0.2973
241,D2018_02_25_S00434_I0776,E4,4097,embryo,0.5900,0.2002
242,D2018_02_25_S00434_I0776,E4,2479,zona,0.9990,0.2875
243,D2018_02_25_S00434_I0776,E4,2479,embryo,0.7361,0.2296
244,D2018_02_25_S00434_I0776,E4,6776,zona,0.9943,0.4470
245,D2018_02_25_S00434_I0776,E4,6776,embryo,0.9604,0.2824
246,D2018_02_25_S00434_I0776,E4,3877,zona,0.9998,0.3081
247,D2018_02_25_S00434_I0776,E4,3877,embryo,0.7347,0.1945
248,D2018_02_25_S00434_I0776,E4,5395,zona,1.0000,0.3097
249,D2018_02_25_S00434_I0776,E4,6661,zona,0.9986,0.3926
