,Batch,ID,Time,Embryo,Zona,Ratio
1829,D2018_02_25_S00434_I0776,E6,5726,0.1809,0.3080,0.5873
1830,D2018_02_25_S00434_I0776,E6,9357,0.4475,0.5236,0.8547
1831,D2018_02_25_S00434_I0776,E6,5686,0.1810,0.3077,0.5882
1832,D2018_02_25_S00434_I0776,E6,9547,0.4644,0.5471,0.8488
1833,D2018_02_25_S00434_I0776,E6,6877,0.1973,0.3153,0.6258
1834,D2018_02_25_S00434_I0776,E6,6721,0.1863,0.3080,0.6049
1835,D2018_02_25_S00434_I0776,E6,3597,0.1796,0.3060,0.5869
1836,D2018_02_25_S00434_I0776,E6,1939,0.1807,0.3068,0.5890
1837,D2018_02_25_S00434_I0776,E6,5055,0.1838,0.3099,0.5931
1838,D2018_02_25_S00434_I0776,E6,6754,0.1872,0.3074,0.6090
1839,D2018_02_25_S00434_I0776,E6,5746,0.1804,0.3079,0.5859
1840,D2018_02_25_S00434_I0776,E6,6541,0.1850,0.3057,0.6052
1841,D2018_02_25_S00434_I0776,E6,5556,0.1843,0.3077,0.5990
1842,D2018_02_25_S00434_I0776,E6,1719,0.1809,0.3084,0.5866
1843,D2018_02_25_S00434_I0776,E6,8242,0.2511,0.3456,0.7266
1844,D2018_02_25_S00434_I0776,E6,5901,0.1752,0.3062,0.5722
1845,D2018_02_25_S00434_I0776,E6,4187,0.1830,0.3067,0.5967
1846,D2018_02_25_S00434_I0776,E6,8007,0.2911,0.3684,0.7902
1847,D2018_02_25_S00434_I0776,E6,3307,0.1806,0.3043,0.5935
1848,D2018_02_25_S00434_I0776,E6,3817,0.1823,0.3077,0.5925
1849,D2018_02_25_S00434_I0776,E6,5185,0.1843,0.3073,0.5997
1850,D2018_02_25_S00434_I0776,E6,8786,0.3453,0.4811,0.7177
1851,D2018_02_25_S00434_I0776,E6,2399,0.1829,0.3056,0.5985
1852,D2018_02_25_S00434_I0776,E6,6091,0.1783,0.3063,0.5821
1853,D2018_02_25_S00434_I0776,E6,3967,0.1838,0.3063,0.6001
1854,D2018_02_25_S00434_I0776,E6,6671,0.1842,0.3078,0.5984
1855,D2018_02_25_S00434_I0776,E6,1098,0.1763,0.3088,0.5709
1856,D2018_02_25_S00434_I0776,E6,5396,0.1809,0.3072,0.5889
1857,D2018_02_25_S00434_I0776,E6,9447,0.4633,0.4879,0.9496
1858,D2018_02_25_S00434_I0776,E6,9517,0.4625,0.5324,0.8687
1859,D2018_02_25_S00434_I0776,E6,6837,0.1933,0.3124,0.6188
1860,D2018_02_25_S00434_I0776,E6,7457,0.2835,0.3700,0.7662
1861,D2018_02_25_S00434_I0776,E6,3277,0.1810,0.3035,0.5964
1862,D2018_02_25_S00434_I0776,E6,5326,0.1830,0.3060,0.5980
1863,D2018_02_25_S00434_I0776,E6,5536,0.1826,0.3094,0.5902
1864,D2018_02_25_S00434_I0776,E6,1669,0.1803,0.3068,0.5877
1865,D2018_02_25_S00434_I0776,E6,1228,0.1758,0.3028,0.5806
1866,D2018_02_25_S00434_I0776,E6,8372,0.3275,0.3943,0.8306
1867,D2018_02_25_S00434_I0776,E6,6131,0.1800,0.3054,0.5894
1868,D2018_02_25_S00434_I0776,E6,8797,0.3483,0.4793,0.7267
1869,D2018_02_25_S00434_I0776,E6,4495,0.1852,0.3104,0.5966
1870,D2018_02_25_S00434_I0776,E6,7507,0.2776,0.3650,0.7605
1871,D2018_02_25_S00434_I0776,E6,8117,0.2548,0.3514,0.7251
1872,D2018_02_25_S00434_I0776,E6,7467,0.2673,0.3577,0.7473
1873,D2018_02_25_S00434_I0776,E6,8716,0.3055,0.3533,0.8647
1874,D2018_02_25_S00434_I0776,E6,6391,0.1808,0.3084,0.5863
1875,D2018_02_25_S00434_I0776,E6,4455,0.1848,0.3076,0.6008
1876,D2018_02_25_S00434_I0776,E6,1528,0.1799,0.3050,0.5898
1877,D2018_02_25_S00434_I0776,E6,2349,0.1842,0.3049,0.6041
1878,D2018_02_25_S00434_I0776,E6,1829,0.1794,0.3071,0.5842
1879,D2018_02_25_S00434_I0776,E6,3607,0.1801,0.3081,0.5846
1880,D2018_02_25_S00434_I0776,E6,6711,0.1852,0.3082,0.6009
1881,D2018_02_25_S00434_I0776,E6,3527,0.1807,0.3085,0.5857
1882,D2018_02_25_S00434_I0776,E6,6691,0.1846,0.3070,0.6013
1883,D2018_02_25_S00434_I0776,E6,2642,0.1828,0.3056,0.5982
1884,D2018_02_25_S00434_I0776,E6,3587,0.1794,0.3081,0.5823
1885,D2018_02_25_S00434_I0776,E6,3397,0.1810,0.3067,0.5902
1886,D2018_02_25_S00434_I0776,E6,8087,0.2597,0.3583,0.7248
1887,D2018_02_25_S00434_I0776,E6,3837,0.1803,0.3070,0.5873
1888,D2018_02_25_S00434_I0776,E6,1358,0.1767,0.3067,0.5761
1889,D2018_02_25_S00434_I0776,E6,5981,0.1787,0.3073,0.5815
1890,D2018_02_25_S00434_I0776,E6,5941,0.1784,0.3068,0.5815
1891,D2018_02_25_S00434_I0776,E6,9387,0.4696,0.5467,0.8590
1892,D2018_02_25_S00434_I0776,E6,4655,0.1837,0.3092,0.5941
1893,D2018_02_25_S00434_I0776,E6,2079,0.1800,0.3059,0.5884
1894,D2018_02_25_S00434_I0776,E6,5306,0.1843,0.3035,0.6072
1895,D2018_02_25_S00434_I0776,E6,1608,0.1801,0.3046,0.5913
1896,D2018_02_25_S00434_I0776,E6,2099,0.1847,0.3059,0.6038
1897,D2018_02_25_S00434_I0776,E6,3227,0.1802,0.3045,0.5918
1898,D2018_02_25_S00434_I0776,E6,4405,0.1839,0.3075,0.5980
1899,D2018_02_25_S00434_I0776,E6,6301,0.1798,0.3068,0.5860
1900,D2018_02_25_S00434_I0776,E6,2726,0.1837,0.3113,0.5901
1901,D2018_02_25_S00434_I0776,E6,1218,0.1759,0.3033,0.5800
1902,D2018_02_25_S00434_I0776,E6,3777,0.1823,0.3084,0.5911
1903,D2018_02_25_S00434_I0776,E6,8167,0.2442,0.3460,0.7058
1904,D2018_02_25_S00434_I0776,E6,2837,0.1840,0.3068,0.5997
1905,D2018_02_25_S00434_I0776,E6,1879,0.1803,0.3079,0.5856
1906,D2018_02_25_S00434_I0776,E6,5145,0.1835,0.3086,0.5946
1907,D2018_02_25_S00434_I0776,E6,8147,0.2461,0.3487,0.7058
1908,D2018_02_25_S00434_I0776,E6,4665,0.1840,0.3080,0.5974
1909,D2018_02_25_S00434_I0776,E6,6987,0.1938,0.3130,0.6192
1910,D2018_02_25_S00434_I0776,E6,2602,0.1810,0.3106,0.5827
1911,D2018_02_25_S00434_I0776,E6,4037,0.1820,0.3057,0.5954
1912,D2018_02_25_S00434_I0776,E6,6807,0.1914,0.3128,0.6119
1913,D2018_02_25_S00434_I0776,E6,6451,0.1827,0.3094,0.5905
1914,D2018_02_25_S00434_I0776,E6,3467,0.1805,0.3063,0.5893
1915,D2018_02_25_S00434_I0776,E6,2757,0.1790,0.3086,0.5800
1916,D2018_02_25_S00434_I0776,E6,4117,0.1834,0.3081,0.5953
1917,D2018_02_25_S00434_I0776,E6,2542,0.1839,0.3088,0.5955
1918,D2018_02_25_S00434_I0776,E6,8466,0.3183,0.4012,0.7934
1919,D2018_02_25_S00434_I0776,E6,3087,0.1844,0.3065,0.6016
1920,D2018_02_25_S00434_I0776,E6,2009,0.1807,0.3085,0.5857
1921,D2018_02_25_S00434_I0776,E6,8127,0.2507,0.3514,0.7134
1922,D2018_02_25_S00434_I0776,E6,6681,0.1850,0.3086,0.5995
1923,D2018_02_25_S00434_I0776,E6,2189,0.1824,0.3069,0.5943
1924,D2018_02_25_S00434_I0776,E6,7837,0.3274,0.3927,0.8337
1925,D2018_02_25_S00434_I0776,E6,5766,0.1811,0.3062,0.5914
1926,D2018_02_25_S00434_I0776,E6,7040,0.2011,0.3250,0.6188
1927,D2018_02_25_S00434_I0776,E6,4385,0.1840,0.3075,0.5984
1928,D2018_02_25_S00434_I0776,E6,5206,0.1839,0.3045,0.6039
1929,D2018_02_25_S00434_I0776,E6,4325,0.1820,0.3106,0.5860
1930,D2018_02_25_S00434_I0776,E6,1749,0.1788,0.3077,0.5811
1931,D2018_02_25_S00434_I0776,E6,3367,0.1791,0.3021,0.5929
1932,D2018_02_25_S00434_I0776,E6,9626,0.4709,0.5516,0.8537
1933,D2018_02_25_S00434_I0776,E6,9227,0.4190,0.5167,0.8109
1934,D2018_02_25_S00434_I0776,E6,5196,0.1837,0.3071,0.5982
1935,D2018_02_25_S00434_I0776,E6,6101,0.1790,0.3063,0.5844
1936,D2018_02_25_S00434_I0776,E6,5286,0.1852,0.3071,0.6031
1937,D2018_02_25_S00434_I0776,E6,2997,0.1834,0.3052,0.6009
1938,D2018_02_25_S00434_I0776,E6,7377,0.2624,0.3557,0.7377
1939,D2018_02_25_S00434_I0776,E6,2299,0.1831,0.3066,0.5972
1940,D2018_02_25_S00434_I0776,E6,3067,0.1852,0.3037,0.6098
1941,D2018_02_25_S00434_I0776,E6,8966,0.4858,0.5701,0.8521
1942,D2018_02_25_S00434_I0776,E6,8402,0.3477,0.3996,0.8701
1943,D2018_02_25_S00434_I0776,E6,4237,0.1839,0.3093,0.5946
1944,D2018_02_25_S00434_I0776,E6,7407,0.2677,0.3589,0.7459
1945,D2018_02_25_S00434_I0776,E6,8262,0.2576,0.3535,0.7287
1946,D2018_02_25_S00434_I0776,E6,5456,0.1839,0.3103,0.5927
1947,D2018_02_25_S00434_I0776,E6,7587,0.2626,0.3558,0.7381
1948,D2018_02_25_S00434_I0776,E6,1769,0.1820,0.3062,0.5944
1949,D2018_02_25_S00434_I0776,E6,5496,0.1839,0.3109,0.5915
1950,D2018_02_25_S00434_I0776,E6,9047,0.4920,0.5727,0.8591
1951,D2018_02_25_S00434_I0776,E6,8876,0.4038,0.5137,0.7861
1952,D2018_02_25_S00434_I0776,E6,7367,0.2585,0.3551,0.7280
1953,D2018_02_25_S00434_I0776,E6,7757,0.3087,0.3843,0.8033
1954,D2018_02_25_S00434_I0776,E6,4227,0.1828,0.3082,0.5931
1955,D2018_02_25_S00434_I0776,E6,6441,0.1812,0.3075,0.5893
1956,D2018_02_25_S00434_I0776,E6,8606,0.3145,0.3514,0.8950
1957,D2018_02_25_S00434_I0776,E6,5706,0.1811,0.3065,0.5909
1958,D2018_02_25_S00434_I0776,E6,9467,0.4526,0.4995,0.9061
1959,D2018_02_25_S00434_I0776,E6,2479,0.1819,0.3068,0.5929
1960,D2018_02_25_S00434_I0776,E6,1548,0.1796,0.3048,0.5892
1961,D2018_02_25_S00434_I0776,E6,1689,0.1797,0.3080,0.5834
1962,D2018_02_25_S00434_I0776,E6,6551,0.1839,0.3065,0.6000
1963,D2018_02_25_S00434_I0776,E6,7477,0.2691,0.3614,0.7446
1964,D2018_02_25_S00434_I0776,E6,7557,0.2886,0.3726,0.7746
1965,D2018_02_25_S00434_I0776,E6,8212,0.2510,0.3457,0.7261
1966,D2018_02_25_S00434_I0776,E6,5656,0.1817,0.3082,0.5896
1967,D2018_02_25_S00434_I0776,E6,7316,0.2472,0.3474,0.7116
1968,D2018_02_25_S00434_I0776,E6,4097,0.1827,0.3093,0.5907
1969,D2018_02_25_S00434_I0776,E6,2696,0.1816,0.3085,0.5887
1970,D2018_02_25_S00434_I0776,E6,3757,0.1806,0.3074,0.5875
1971,D2018_02_25_S00434_I0776,E6,4745,0.1838,0.3094,0.5941
1972,D2018_02_25_S00434_I0776,E6,3787,0.1837,0.3054,0.6015
1973,D2018_02_25_S00434_I0776,E6,8272,0.2641,0.3577,0.7383
1974,D2018_02_25_S00434_I0776,E6,7246,0.2314,0.3407,0.6792
1975,D2018_02_25_S00434_I0776,E6,7011,0.1969,0.3198,0.6157
1976,D2018_02_25_S00434_I0776,E6,5566,0.1828,0.3090,0.5916
1977,D2018_02_25_S00434_I0776,E6,8047,0.3079,0.3805,0.8092
1978,D2018_02_25_S00434_I0776,E6,6261,0.1784,0.3083,0.5787
1979,D2018_02_25_S00434_I0776,E6,4107,0.1828,0.3083,0.5929
1980,D2018_02_25_S00434_I0776,E6,5756,0.1812,0.3049,0.5943
1981,D2018_02_25_S00434_I0776,E6,7647,0.2697,0.3571,0.7553
1982,D2018_02_25_S00434_I0776,E6,3027,0.1832,0.3042,0.6022
1983,D2018_02_25_S00434_I0776,E6,7857,0.3290,0.3995,0.8235
1984,D2018_02_25_S00434_I0776,E6,5246,0.1833,0.3049,0.6012
1985,D2018_02_25_S00434_I0776,E6,4905,0.1814,0.3072,0.5905
1986,D2018_02_25_S00434_I0776,E6,4217,0.1837,0.3077,0.5970
1987,D2018_02_25_S00434_I0776,E6,5921,0.1780,0.3081,0.5777
1988,D2018_02_25_S00434_I0776,E6,4815,0.1850,0.3058,0.6050
1989,D2018_02_25_S00434_I0776,E6,2499,0.1817,0.3053,0.5952
1990,D2018_02_25_S00434_I0776,E6,4935,0.1828,0.3074,0.5947
1991,D2018_02_25_S00434_I0776,E6,7747,0.3052,0.3828,0.7973
1992,D2018_02_25_S00434_I0776,E6,1308,0.1765,0.3072,0.5745
1993,D2018_02_25_S00434_I0776,E6,7236,0.2292,0.3394,0.6753
1994,D2018_02_25_S00434_I0776,E6,5516,0.1851,0.3095,0.5981
1995,D2018_02_25_S00434_I0776,E6,8766,0.3419,0.4916,0.6955
1996,D2018_02_25_S00434_I0776,E6,6121,0.1805,0.3069,0.5881
1997,D2018_02_25_S00434_I0776,E6,1729,0.1818,0.3079,0.5905
1998,D2018_02_25_S00434_I0776,E6,4057,0.1836,0.3078,0.5965
1999,D2018_02_25_S00434_I0776,E6,6461,0.1831,0.3088,0.5929
2000,D2018_02_25_S00434_I0776,E6,2827,0.1841,0.3032,0.6072
2001,D2018_02_25_S00434_I0776,E6,8332,0.3010,0.3845,0.7828
2002,D2018_02_25_S00434_I0776,E6,1248,0.1762,0.3048,0.5781
2003,D2018_02_25_S00434_I0776,E6,3437,0.1810,0.3035,0.5964
2004,D2018_02_25_S00434_I0776,E6,5526,0.1850,0.3088,0.5991
2005,D2018_02_25_S00434_I0776,E6,8696,0.2969,0.3401,0.8730
2006,D2018_02_25_S00434_I0776,E6,7687,0.2843,0.3688,0.7709
2007,D2018_02_25_S00434_I0776,E6,5406,0.1820,0.3050,0.5967
2008,D2018_02_25_S00434_I0776,E6,4645,0.1832,0.3091,0.5927
2009,D2018_02_25_S00434_I0776,E6,8252,0.2542,0.3494,0.7275
2010,D2018_02_25_S00434_I0776,E6,4425,0.1825,0.3069,0.5947
2011,D2018_02_25_S00434_I0776,E6,2797,0.1831,0.3080,0.5945
2012,D2018_02_25_S00434_I0776,E6,3937,0.1833,0.3048,0.6014
2013,D2018_02_25_S00434_I0776,E6,6947,0.1892,0.3080,0.6143
2014,D2018_02_25_S00434_I0776,E6,8516,0.3268,0.4092,0.7986
2015,D2018_02_25_S00434_I0776,E6,2129,0.1839,0.3079,0.5973
2016,D2018_02_25_S00434_I0776,E6,7787,0.3188,0.3861,0.8257
2017,D2018_02_25_S00434_I0776,E6,1068,0.1745,0.3093,0.5642
2018,D2018_02_25_S00434_I0776,E6,4755,0.1859,0.3062,0.6071
2019,D2018_02_25_S00434_I0776,E6,4895,0.1821,0.3064,0.5943
2020,D2018_02_25_S00434_I0776,E6,8202,0.2467,0.3453,0.7145
2021,D2018_02_25_S00434_I0776,E6,4975,0.1826,0.3067,0.5954
2022,D2018_02_25_S00434_I0776,E6,6521,0.1835,0.3058,0.6001
2023,D2018_02_25_S00434_I0776,E6,8067,0.2807,0.3631,0.7731
2024,D2018_02_25_S00434_I0776,E6,2179,0.1829,0.3096,0.5908
2025,D2018_02_25_S00434_I0776,E6,3247,0.1827,0.3032,0.6026
2026,D2018_02_25_S00434_I0776,E6,7807,0.3244,0.3863,0.8398
2027,D2018_02_25_S00434_I0776,E6,8476,0.3184,0.3558,0.8949
2028,D2018_02_25_S00434_I0776,E6,7081,0.2099,0.3331,0.6301
2029,D2018_02_25_S00434_I0776,E6,9437,0.4560,0.5375,0.8484
2030,D2018_02_25_S00434_I0776,E6,1278,0.1762,0.3060,0.5758
2031,D2018_02_25_S00434_I0776,E6,7897,0.3328,0.4066,0.8185
2032,D2018_02_25_S00434_I0776,E6,2419,0.1827,0.3043,0.6004
2033,D2018_02_25_S00434_I0776,E6,3637,0.1790,0.3065,0.5840
2034,D2018_02_25_S00434_I0776,E6,5961,0.1800,0.3068,0.5867
2035,D2018_02_25_S00434_I0776,E6,5095,0.1835,0.3064,0.5989
2036,D2018_02_25_S00434_I0776,E6,3347,0.1790,0.3010,0.5947
2037,D2018_02_25_S00434_I0776,E6,2449,0.1827,0.3072,0.5947
2038,D2018_02_25_S00434_I0776,E6,5025,0.1845,0.3071,0.6008
2039,D2018_02_25_S00434_I0776,E6,3997,0.1869,0.3067,0.6094
2040,D2018_02_25_S00434_I0776,E6,5376,0.1819,0.3060,0.5944
2041,D2018_02_25_S00434_I0776,E6,3857,0.1822,0.3054,0.5966
2042,D2018_02_25_S00434_I0776,E6,4635,0.1850,0.3073,0.6020
2043,D2018_02_25_S00434_I0776,E6,5085,0.1843,0.3073,0.5997
2044,D2018_02_25_S00434_I0776,E6,9177,0.4153,0.5114,0.8121
2045,D2018_02_25_S00434_I0776,E6,9337,0.4879,0.5576,0.8750
2046,D2018_02_25_S00434_I0776,E6,9197,0.4069,0.5132,0.7929
2047,D2018_02_25_S00434_I0776,E6,8937,0.4853,0.5549,0.8746
2048,D2018_02_25_S00434_I0776,E6,2817,0.1864,0.3048,0.6115
2049,D2018_02_25_S00434_I0776,E6,3107,0.1824,0.3062,0.5957
2050,D2018_02_25_S00434_I0776,E6,4615,0.1842,0.3076,0.5988
2051,D2018_02_25_S00434_I0776,E6,4335,0.1820,0.3132,0.5811
2052,D2018_02_25_S00434_I0776,E6,9287,0.4584,0.5025,0.9122
2053,D2018_02_25_S00434_I0776,E6,4605,0.1829,0.3084,0.5931
2054,D2018_02_25_S00434_I0776,E6,4355,0.1829,0.3104,0.5892
2055,D2018_02_25_S00434_I0776,E6,9587,0.4570,0.5472,0.8352
2056,D2018_02_25_S00434_I0776,E6,1949,0.1882,0.3095,0.6081
2057,D2018_02_25_S00434_I0776,E6,8636,0.2887,0.3287,0.8783
2058,D2018_02_25_S00434_I0776,E6,9017,0.4824,0.5647,0.8543
2059,D2018_02_25_S00434_I0776,E6,5991,0.1794,0.3071,0.5842
2060,D2018_02_25_S00434_I0776,E6,7627,0.2618,0.3525,0.7427
2061,D2018_02_25_S00434_I0776,E6,1618,0.1803,0.3068,0.5877
2062,D2018_02_25_S00434_I0776,E6,2229,0.1819,0.3052,0.5960
2063,D2018_02_25_S00434_I0776,E6,6291,0.1793,0.3067,0.5846
2064,D2018_02_25_S00434_I0776,E6,1468,0.1804,0.3070,0.5876
2065,D2018_02_25_S00434_I0776,E6,1819,0.1800,0.3072,0.5859
2066,D2018_02_25_S00434_I0776,E6,6221,0.1763,0.3068,0.5746
2067,D2018_02_25_S00434_I0776,E6,5626,0.1814,0.3089,0.5872
2068,D2018_02_25_S00434_I0776,E6,3157,0.1818,0.3021,0.6018
2069,D2018_02_25_S00434_I0776,E6,8456,0.3156,0.3549,0.8893
2070,D2018_02_25_S00434_I0776,E6,7154,0.2211,0.3355,0.6590
2071,D2018_02_25_S00434_I0776,E6,8556,0.3137,0.3537,0.8869
2072,D2018_02_25_S00434_I0776,E6,3117,0.1824,0.3048,0.5984
2073,D2018_02_25_S00434_I0776,E6,3427,0.1810,0.3042,0.5950
2074,D2018_02_25_S00434_I0776,E6,2359,0.1844,0.3048,0.6050
2075,D2018_02_25_S00434_I0776,E6,6867,0.1964,0.3157,0.6221
2076,D2018_02_25_S00434_I0776,E6,7527,0.2820,0.3659,0.7707
2077,D2018_02_25_S00434_I0776,E6,2807,0.1833,0.3075,0.5961
2078,D2018_02_25_S00434_I0776,E6,4007,0.1861,0.3063,0.6076
2079,D2018_02_25_S00434_I0776,E6,2957,0.1824,0.3047,0.5986
2080,D2018_02_25_S00434_I0776,E6,7817,0.3237,0.3856,0.8395
2081,D2018_02_25_S00434_I0776,E6,9127,0.4907,0.5717,0.8583
2082,D2018_02_25_S00434_I0776,E6,3577,0.1793,0.3065,0.5850
2083,D2018_02_25_S00434_I0776,E6,9277,0.4520,0.5393,0.8381
2084,D2018_02_25_S00434_I0776,E6,3297,0.1818,0.3026,0.6008
2085,D2018_02_25_S00434_I0776,E6,4137,0.1816,0.3100,0.5858
2086,D2018_02_25_S00434_I0776,E6,2219,0.1814,0.3046,0.5955
2087,D2018_02_25_S00434_I0776,E6,2389,0.1828,0.3057,0.5980
2088,D2018_02_25_S00434_I0776,E6,7517,0.2818,0.3651,0.7718
2089,D2018_02_25_S00434_I0776,E6,3207,0.1810,0.3030,0.5974
2090,D2018_02_25_S00434_I0776,E6,2877,0.1839,0.3015,0.6100
2091,D2018_02_25_S00434_I0776,E6,2329,0.1852,0.3053,0.6066
2092,D2018_02_25_S00434_I0776,E6,3257,0.1818,0.3060,0.5941
2093,D2018_02_25_S00434_I0776,E6,8907,0.4392,0.5213,0.8425
2094,D2018_02_25_S00434_I0776,E6,8232,0.2454,0.3470,0.7072
2095,D2018_02_25_S00434_I0776,E6,6401,0.1800,0.3080,0.5844
2096,D2018_02_25_S00434_I0776,E6,4067,0.1842,0.3097,0.5948
2097,D2018_02_25_S00434_I0776,E6,8956,0.4838,0.5579,0.8672
2098,D2018_02_25_S00434_I0776,E6,5911,0.1773,0.3041,0.5830
2099,D2018_02_25_S00434_I0776,E6,8916,0.4517,0.5304,0.8516
2100,D2018_02_25_S00434_I0776,E6,4585,0.1835,0.3080,0.5958
2101,D2018_02_25_S00434_I0776,E6,3267,0.1819,0.3048,0.5968
2102,D2018_02_25_S00434_I0776,E6,7427,0.2724,0.3614,0.7537
2103,D2018_02_25_S00434_I0776,E6,5336,0.1827,0.3072,0.5947
2104,D2018_02_25_S00434_I0776,E6,1909,0.1809,0.3055,0.5921
2105,D2018_02_25_S00434_I0776,E6,6741,0.1868,0.3080,0.6065
2106,D2018_02_25_S00434_I0776,E6,8292,0.2781,0.3632,0.7657
2107,D2018_02_25_S00434_I0776,E6,6321,0.1800,0.3098,0.5810
2108,D2018_02_25_S00434_I0776,E6,3557,0.1810,0.3089,0.5860
2109,D2018_02_25_S00434_I0776,E6,3627,0.1799,0.3067,0.5866
2110,D2018_02_25_S00434_I0776,E6,6021,0.1791,0.3070,0.5834
2111,D2018_02_25_S00434_I0776,E6,9307,0.4721,0.5534,0.8531
2112,D2018_02_25_S00434_I0776,E6,8586,0.3243,0.3717,0.8725
2113,D2018_02_25_S00434_I0776,E6,8486,0.3224,0.3593,0.8973
2114,D2018_02_25_S00434_I0776,E6,2369,0.1833,0.3038,0.6034
2115,D2018_02_25_S00434_I0776,E6,3707,0.1812,0.3080,0.5883
2116,D2018_02_25_S00434_I0776,E6,1168,0.1776,0.3062,0.5800
2117,D2018_02_25_S00434_I0776,E6,6201,0.1788,0.3064,0.5836
2118,D2018_02_25_S00434_I0776,E6,5606,0.1829,0.3092,0.5915
2119,D2018_02_25_S00434_I0776,E6,4795,0.1842,0.3077,0.5986
2120,D2018_02_25_S00434_I0776,E6,3847,0.1812,0.3056,0.5929
2121,D2018_02_25_S00434_I0776,E6,4555,0.1831,0.3111,0.5886
2122,D2018_02_25_S00434_I0776,E6,4545,0.1836,0.3117,0.5890
2123,D2018_02_25_S00434_I0776,E6,4625,0.1844,0.3064,0.6018
2124,D2018_02_25_S00434_I0776,E6,5346,0.1836,0.3044,0.6032
2125,D2018_02_25_S00434_I0776,E6,2279,0.1844,0.3073,0.6001
2126,D2018_02_25_S00434_I0776,E6,9297,0.4566,0.5486,0.8323
2127,D2018_02_25_S00434_I0776,E6,5296,0.1831,0.3057,0.5990
2128,D2018_02_25_S00434_I0776,E6,8646,0.2810,0.3269,0.8596
2129,D2018_02_25_S00434_I0776,E6,5236,0.1845,0.3055,0.6039
2130,D2018_02_25_S00434_I0776,E6,5546,0.1831,0.3088,0.5929
2131,D2018_02_25_S00434_I0776,E6,1439,0.1790,0.3059,0.5852
2132,D2018_02_25_S00434_I0776,E6,3877,0.1814,0.3071,0.5907
2133,D2018_02_25_S00434_I0776,E6,3927,0.1828,0.3072,0.5951
2134,D2018_02_25_S00434_I0776,E6,5105,0.1840,0.3055,0.6023
2135,D2018_02_25_S00434_I0776,E6,5115,0.1841,0.3066,0.6005
2136,D2018_02_25_S00434_I0776,E6,2039,0.1801,0.3036,0.5932
2137,D2018_02_25_S00434_I0776,E6,5226,0.1859,0.3037,0.6121
2138,D2018_02_25_S00434_I0776,E6,5616,0.1832,0.3098,0.5913
2139,D2018_02_25_S00434_I0776,E6,9427,0.4479,0.5294,0.8461
2140,D2018_02_25_S00434_I0776,E6,1428,0.1773,0.3059,0.5796
2141,D2018_02_25_S00434_I0776,E6,5871,0.1778,0.3065,0.5801
2142,D2018_02_25_S00434_I0776,E6,6061,0.1777,0.3065,0.5798
2143,D2018_02_25_S00434_I0776,E6,3807,0.1819,0.3091,0.5885
2144,D2018_02_25_S00434_I0776,E6,6601,0.1846,0.3071,0.6011
2145,D2018_02_25_S00434_I0776,E6,9247,0.4367,0.4804,0.9090
2146,D2018_02_25_S00434_I0776,E6,5066,0.1859,0.3072,0.6051
2147,D2018_02_25_S00434_I0776,E6,9497,0.4461,0.4896,0.9112
2148,D2018_02_25_S00434_I0776,E6,4945,0.1833,0.3062,0.5986
2149,D2018_02_25_S00434_I0776,E6,8412,0.3431,0.4020,0.8535
2150,D2018_02_25_S00434_I0776,E6,6887,0.2004,0.3181,0.6300
2151,D2018_02_25_S00434_I0776,E6,4875,0.1849,0.3053,0.6056
2152,D2018_02_25_S00434_I0776,E6,7987,0.2881,0.3641,0.7913
2153,D2018_02_25_S00434_I0776,E6,6621,0.1854,0.3064,0.6051
2154,D2018_02_25_S00434_I0776,E6,6491,0.1834,0.3058,0.5997
2155,D2018_02_25_S00434_I0776,E6,5666,0.1821,0.3074,0.5924
2156,D2018_02_25_S00434_I0776,E6,7051,0.2033,0.3262,0.6232
2157,D2018_02_25_S00434_I0776,E6,6501,0.1836,0.3064,0.5992
2158,D2018_02_25_S00434_I0776,E6,9027,0.4937,0.5686,0.8683
2159,D2018_02_25_S00434_I0776,E6,7196,0.2195,0.3344,0.6564
2160,D2018_02_25_S00434_I0776,E6,3677,0.1801,0.3059,0.5888
2161,D2018_02_25_S00434_I0776,E6,2987,0.1824,0.3056,0.5969
2162,D2018_02_25_S00434_I0776,E6,5851,0.1806,0.3073,0.5877
2163,D2018_02_25_S00434_I0776,E6,9557,0.4586,0.5467,0.8389
2164,D2018_02_25_S00434_I0776,E6,4445,0.1843,0.3077,0.5990
2165,D2018_02_25_S00434_I0776,E6,6041,0.1787,0.3089,0.5785
2166,D2018_02_25_S00434_I0776,E6,4277,0.1836,0.3097,0.5928
2167,D2018_02_25_S00434_I0776,E6,7927,0.3024,0.3761,0.8040
2168,D2018_02_25_S00434_I0776,E6,1989,0.1833,0.3083,0.5946
2169,D2018_02_25_S00434_I0776,E6,2622,0.1822,0.3095,0.5887
2170,D2018_02_25_S00434_I0776,E6,3237,0.1809,0.3047,0.5937
2171,D2018_02_25_S00434_I0776,E6,9527,0.4705,0.5419,0.8682
2172,D2018_02_25_S00434_I0776,E6,5971,0.1786,0.3077,0.5804
2173,D2018_02_25_S00434_I0776,E6,1839,0.1801,0.3064,0.5878
2174,D2018_02_25_S00434_I0776,E6,8736,0.3174,0.3630,0.8744
2175,D2018_02_25_S00434_I0776,E6,6361,0.1795,0.3080,0.5828
2176,D2018_02_25_S00434_I0776,E6,5881,0.1769,0.3062,0.5777
2177,D2018_02_25_S00434_I0776,E6,7547,0.2893,0.3721,0.7775
